{' !': -0.0001226242, '!': -9.049479, ' @': -12.556361, ' ': -13.919071, '!.': -14.5979395}
{' #': -6.802381e-05, '#': -9.967429, ' ': -11.429582, '\n': -12.21261, ' $': -13.176452}
{' #': -5.264588e-05, '#': -10.466016, ' ': -11.085931, '\n': -12.573446, ' $': -12.980335}
{' @': -0.0034655984, '@': -5.685132, ' ': -10.046197, '\n': -11.541905, ' @@': -12.101555}
{' @': -0.0028840348, '@': -5.8762827, ' ': -9.872563, '\n': -11.437771, ' @@': -12.116374}
{' #': -0.00033856556, '#': -8.06305, ' ': -11.253459, '\n': -11.841672, ' "#': -13.458828}
{' #': -0.00018903565, '#': -8.735278, ' ': -10.849583, '\n': -12.221786, '\xa0': -13.547846}
{' $': -0.004229149, '$': -5.502415, ' $\\': -9.166824, ' ': -11.452101, ' $$': -11.506324}
{' $': -0.0022626037, '$': -6.150915, ' $\\': -9.370614, ' ': -10.9502125, ' $$': -11.397644}
{' !': -0.00039031997, '!': -7.8527703, ' ': -13.897928, '!.': -15.27812, ' !!': -15.796309}
{' !': -0.0004186447, '!': -7.782622, ' ': -13.751091, '\n': -15.532541, ' !!': -15.6547}
{' #': -0.00014372978, '#': -9.000522, ' ': -11.646503, '\n': -11.938859, ' @': -12.683637}
{' #': -7.815842e-05, '#': -9.769094, ' ': -11.520243, '\n': -11.934376, ' @': -12.7727585}
{' $': -0.0014554255, '$': -6.6086197, ' $\\': -10.061253, ' $$': -10.694789, '\n': -10.725384}
{' $': -0.0014388321, '$': -6.6369457, ' $\\': -10.037274, '\n': -10.425217, ' $$': -10.5236435}
{' !': -0.0002131233, '!': -8.461474, ' ': -13.649659, '!.': -15.754718, ' !!': -15.969524}
{' !': -0.00030642524, '!': -8.098033, ' ': -13.412498, '!.': -15.419847, '\n': -15.56508}
{' @': -0.001999962, '@': -6.2653856, ' ': -10.037621, ' #': -10.583761, '\n': -11.057172}
{' @': -0.0013353939, '@': -6.702311, ' ': -10.086975, ' #': -10.157688, '\n': -11.250316}
{' $': -0.00071713567, '$': -7.355233, ' $\\': -10.355513, ' $$': -11.131383, ' #': -11.172769}
{' $': -0.00095772214, '$': -7.1836185, ' #': -9.203985, ' $\\': -10.165478, ' $$': -10.599015}
{' !': -0.00049085513, '!': -7.6232553, '!.': -14.023003, ' ': -14.069151, ' !!': -16.034296}
{' !': -0.00049359974, '!': -7.6196737, ' ': -13.414689, '!.': -13.986896, '\n': -15.385766}
{' @': -0.0014690933, '@': -6.567463, ' ': -10.361723, '\n': -11.080142, ' @@': -11.762466}
{' @': -0.0011169098, '@': -6.876578, ' ': -9.991584, '\n': -10.771132, ' @@': -11.583079}
{' #': -8.7457636e-05, '#': -9.718759, ' ': -11.1512575, '\n': -12.015415, ' \\': -12.498566}
{' #': -6.6593304e-05, '#': -10.378169, ' ': -10.684899, '\n': -12.043731, ' \\': -12.649876}
{' !': -5.4791635e-05, '!': -9.868663, ' ': -12.894701, ' @': -15.035674, '\n': -16.251621}
{' !': -3.8338017e-05, '!': -10.273056, ' ': -13.003887, ' @': -13.555666, '\n': -16.520065}
{' !': -0.00010068981, '!': -9.291601, ' #': -11.964021, ' ': -13.319874, '\n': -15.82949}
{' !': -9.38949e-05, '!': -9.677349, ' #': -10.437336, ' ': -13.320193, '\n': -16.055593}
{' !': -0.00010057153, '!': -9.302567, ' $': -11.789756, ' ': -13.640074, '!.': -16.186064}
{' !': -9.0437854e-05, '!': -9.674856, ' $': -10.600964, ' ': -13.169628, '$': -15.228574}
{' @': -0.0007784558, '@': -7.2629185, ' ': -9.721595, ' !': -12.369194, '\n': -12.396725}
{' @': -0.0009093366, '@': -7.1074476, ' ': -9.72506, ' !': -11.041085, '\n': -12.18291}
{' @': -0.00081144, '@': -7.323895, ' #': -9.224348, ' ': -10.102895, '\n': -12.36337}
{' @': -0.001580606, '@': -7.1064825, ' #': -7.2650104, ' ': -9.967008, '\n': -12.174286}
{' @': -0.0008195528, '@': -7.180363, ' ': -10.556702, ' $': -11.202577, '\n': -11.839568}
{' @': -0.0011676336, '@': -7.0016556, ' $': -8.551825, ' ': -10.328031, '\n': -11.035729}
{' #': -5.169127e-05, '#': -10.230389, ' ': -11.745483, ' !': -12.221519, ' "#': -13.822744}
{' #': -6.2299914e-05, '#': -10.243968, ' !': -11.09133, ' ': -11.635853, '\n': -13.643884}
{' #': -2.987608e-05, '#': -10.801917, ' ': -12.171346, '\n': -13.148226, ' @': -13.6158285}
{' #': -3.8103353e-05, '#': -10.769929, ' ': -11.879931, ' @': -11.926865, '\n': -12.870658}
{' #': -3.5120327e-05, '#': -10.803561, ' ': -11.964713, '\n': -12.335276, ' $': -13.048126}
{' #': -6.087316e-05, ' $': -10.591684, '#': -10.778001, ' ': -11.719843, '\n': -12.290865}
{' $': -0.0007457054, '$': -7.93061, ' $\\': -8.858908, '$.': -9.108426, ' ': -9.772219}
{' $': -0.0009075475, '$': -7.5741606, ' !': -8.909472, ' $\\': -8.988563, '$.': -9.596758}
{' $': -0.0004662296, ' $\\': -8.474275, '$': -9.163564, '$.': -9.769658, ' ': -9.867233}
{' $': -0.00057154533, ' $\\': -8.169896, '$': -8.99528, ' ': -9.688277, '$.': -9.993769}
{' $': -0.0004051084, '$': -8.720116, ' $\\': -9.154436, ' ': -10.013919, ' #': -10.27634}
{' $': -0.000493718, ' #': -8.692192, '$': -8.77876, ' $\\': -9.403975, ' ': -9.946242}
{' !': -4.5135734e-05, '!': -10.054105, ' ': -13.17175, '\n': -16.61347, ' !!': -17.033932}
{' !': -3.3928238e-05, '!': -10.35675, ' ': -13.203691, ' @': -16.873972, '\n': -16.912127}
{' !': -7.124244e-05, '!': -9.5791855, ' ': -13.418514, ' #': -15.093709, '\n': -16.177563}
{' !': -6.0633804e-05, '!': -9.749719, ' ': -13.498507, ' #': -14.16159, '\n': -16.424835}
{' !': -5.6460554e-05, '!': -9.824992, ' ': -13.389099, ' $': -14.748613, '\n': -16.430159}
{' !': -4.1200903e-05, '!': -10.185981, ' ': -13.334952, ' $': -13.362302, '\n': -16.184479}
{' @': -0.00072602095, '@': -7.335471, ' ': -9.743705, '\n': -12.292172, ' "@': -12.311926}
{' @': -0.0007807199, '@': -7.2605577, ' ': -9.699348, '\n': -12.094599, ' "@': -12.36648}
{' @': -0.00070997654, '@': -7.33441, ' ': -10.216391, ' #': -11.809461, '\n': -12.311468}
{' @': -0.0009058776, '@': -7.1648383, ' #': -9.653895, ' ': -9.854807, '\n': -11.88754}
{' @': -0.0011875058, '@': -6.8043523, ' ': -10.014287, '\n': -11.290438, ' $': -11.805261}
{' @': -0.0011378567, '@': -6.852427, ' ': -10.264185, ' $': -10.91152, '\n': -11.074513}
{' #': -4.6684505e-05, '#': -10.472006, ' ': -11.249796, '\n': -12.993531, ' "#': -13.450667}
{' #': -4.2033495e-05, '#': -10.62668, ' ': -11.305335, '\n': -12.790471, ' "#': -13.82988}
{' #': -4.3227457e-05, '#': -10.585399, ' ': -11.298111, '\n': -12.608044, ' "#': -14.241512}
{' #': -4.0843282e-05, '#': -10.769223, ' ': -11.210856, '\n': -12.5258875, ' @': -14.291572}
{' #': -3.953198e-05, '#': -10.826411, ' ': -11.495909, '\n': -11.876194, ' "#': -13.959142}
{' #': -4.179789e-05, '#': -10.766334, ' ': -11.556322, '\n': -11.843228, ' $': -13.211347}
{' $': -0.00064001424, ' $\\': -8.3738985, '$': -8.551808, '$.': -9.103602, ' ': -9.567784}
{' $': -0.0007972429, '$': -7.94676, ' $\\': -8.345444, '$.': -9.199867, ' ': -9.575934}
{' $': -0.00045537692, ' $\\': -8.193154, '$': -9.570358, ' ': -9.926117, '$.': -10.468156}
{' $': -0.0006466937, ' $\\': -7.9492435, '$': -9.052393, ' ': -9.448225, '$.': -9.730491}
{' $': -0.00041196714, ' $\\': -8.757782, '$': -8.7757, ' ': -10.025036, '$.': -10.742644}
{' $': -0.00045990778, '$': -8.541597, ' $\\': -8.793463, ' ': -9.890191, '$.': -10.823415}
{' @': -0.0033179922, '@': -5.732892, ' ': -9.793403, '\n': -11.6594515, ' @@': -12.668269}
{' @': -0.0029865587, '@': -5.840366, ' ': -9.873483, '\n': -11.496309, ' @@': -12.423392}
{' #': -0.00025682128, '#': -8.395669, ' ': -10.88342, '\n': -11.985344, ' "#': -12.844622}
{' #': -0.0001849835, '#': -8.799961, ' ': -10.67122, '\n': -12.136352, ' "#': -13.214198}
{' $': -0.0028644283, '$': -5.9347296, ' $\\': -8.602315, ' ': -11.369018, ' $$': -11.571706}
{' $': -0.0031703499, '$': -5.8287907, ' $\\': -8.714441, ' $$': -10.572963, ' ': -10.805831}
{' !': -0.0002948601, '!': -8.162984, ' @': -11.752046, ' ': -13.810522, '!.': -14.709285}
{' !': -0.00022826564, '!': -8.4332, ' @': -11.681093, ' ': -13.43461, '!.': -15.296322}
{' #': -0.00017651686, '#': -8.926933, ' ': -10.779583, '\n': -11.458784, ' @': -12.376961}
{' #': -0.000111301255, '#': -9.415595, ' ': -11.037441, '\n': -12.037935, ' @': -12.752057}
{' $': -0.002030302, '$': -6.2936006, ' $\\': -9.077253, ' $$': -10.535762, ' ': -11.341069}
{' $': -0.001867204, '$': -6.393316, ' $\\': -9.097836, ' $$': -10.178695, ' ': -10.851899}
{' !': -0.00024382658, '!': -8.74425, ' #': -9.397063, ' ': -13.936113, '!.': -15.345114}
{' !': -0.0002775683, '!': -8.385271, ' #': -9.959011, ' ': -13.446085, '!.': -15.437929}
{' @': -0.00170891, '@': -6.4575877, ' #': -9.422753, ' ': -10.135865, '\n': -11.400382}
{' @': -0.0015591746, '@': -6.6407704, ' #': -8.607616, ' ': -9.995174, '\n': -11.124743}
{' $': -0.00078919117, '$': -7.473513, ' #': -9.093216, ' $\\': -9.510381, ' $$': -10.792334}
{' $': -0.0011827908, '$': -7.151205, ' #': -8.107761, ' $\\': -9.847181, ' $$': -10.495198}
{' !': -0.00094590924, '!': -6.9671664, '!.': -13.470489, ' $': -13.826871, ' ': -14.28242}
{' !': -0.0007858515, '!': -7.1567945, ' $': -12.705689, '!.': -13.307224, ' ': -13.987774}
{' @': -0.0008886356, '@': -7.1210246, ' ': -9.929094, ' $': -11.535144, ' @@': -11.623169}
{' @': -0.0008650708, '@': -7.171849, ' ': -9.751662, '\n': -11.320142, ' $': -11.334142}
{' #': -8.3404535e-05, '#': -9.871007, ' ': -11.183781, ' \\': -11.817089, '\n': -12.091972}
{' #': -7.684431e-05, '#': -10.173731, ' ': -10.8938465, ' \\': -11.526692, '\n': -12.372445}
{' @': -0.0031478675, '@': -5.786988, ' ': -9.788553, '\n': -11.781598, ' @@': -12.481287}
{' @': -0.0035116542, '@': -5.679622, ' ': -9.602105, '\n': -11.616757, ' @@': -12.376601}
{' #': -0.00026266437, '#': -8.390542, ' ': -10.725566, '\n': -11.831436, ' "#': -12.771051}
{' #': -0.00020465575, '#': -8.724197, ' ': -10.432395, '\n': -11.893367, ' "#': -13.283663}
{' $': -0.0031958804, '$': -5.835095, ' $\\': -8.477931, ' ': -10.611264, ' $$': -10.926097}
{' $': -0.0037282081, '$': -5.6488276, ' $\\': -8.951905, ' $$': -10.548485, ' ': -10.548714}
{' !': -0.00043020982, '!': -7.7577133, ' ': -13.529883, '!.': -14.80499, ' <': -14.974216}
{' !': -0.0003634877, '!': -7.9309072, ' ': -13.200909, ' <': -14.290524, ' @': -14.457674}
{' #': -0.0001856978, '#': -8.916355, ' ': -10.490189, '\n': -11.314283, ' \\': -12.431995}
{' #': -0.00013860193, '#': -9.18958, ' ': -10.724722, '\n': -11.879593, ' @': -12.847103}
{' $': -0.0022642764, '$': -6.164879, ' $\\': -9.190893, ' $$': -10.770643, ' ': -11.242234}
{' $': -0.0024125644, '$': -6.0921316, ' $\\': -9.37707, ' $$': -10.698895, ' ': -10.872727}
{' !': -0.0001941635, '!': -8.55874, ' ': -13.415756, ' #': -15.255398, ' <': -15.44737}
{' !': -0.00022790894, '!': -8.39765, ' ': -13.433579, ' #': -14.693657, ' <': -15.559781}
{' @': -0.002157705, '@': -6.1839757, ' ': -9.758285, ' #': -11.156846, '\n': -11.2720995}
{' @': -0.001389707, '@': -6.66508, ' ': -9.879243, ' #': -10.077052, '\n': -11.277829}
{' $': -0.0010972817, '$': -6.9318123, ' $\\': -9.393433, ' $$': -10.911442, ' $(': -11.9679575}
{' $': -0.0015244314, '$': -6.5796475, ' $\\': -9.809496, ' $$': -10.305508, ' #': -10.735145}
{' !': -0.00034631506, '!': -7.972636, ' ': -14.330778, '!.': -14.486296, ' <': -15.415326}
{' !': -0.0003512045, '!': -7.962723, ' ': -13.641807, '!.': -13.838763, ' <': -14.818174}
{' @': -0.0017738712, '@': -6.3909225, ' ': -9.632592, '\n': -11.246024, ' $': -11.797438}
{' @': -0.0009358863, '@': -7.079314, ' ': -9.766119, '\n': -11.132746, ' $': -11.718403}
{' #': -0.0001536241, '#': -9.334933, ' \\': -10.530589, ' ': -10.533569, '\n': -11.890586}
{' #': -9.854499e-05, '#': -9.804996, ' ': -10.736812, ' \\': -11.308978, '\n': -12.246641}
{' @': -0.012826906, ' !': -4.437826, '@': -7.034643, ' ': -10.194458, '!': -13.540385}
{' @': -0.0014002724, '@': -6.606835, ' ': -10.346893, '\n': -12.041527, ' @@': -12.047088}
{' #': -0.00020465575, '#': -9.064217, ' !': -9.406479, ' ': -12.296891, ' "#': -13.835541}
{' #': -7.8752586e-05, '#': -9.719868, ' ': -11.497983, ' "#': -12.614633, '\n': -12.95029}
{' $': -0.0022382298, '$': -6.19834, ' $\\': -8.645912, ' ': -11.780473, ' !': -11.913619}
{' $': -0.0011806423, '$': -7.106884, ' $\\': -8.187611, ' $$': -9.960466, ' ': -10.784886}
{' !': -0.0012572099, ' @': -6.7456136, '!': -9.457085, '@': -13.427413, ' ': -14.467057}
{' !': -0.0003209734, '!': -8.049681, ' ': -14.248615, '\n': -14.8695545, ' @': -14.916845}
{' #': -0.012563708, ' @': -4.39151, '#': -9.577379, ' ': -11.3159275, '@': -11.487059}
{' #': -0.00013359329, '#': -9.100981, '\n': -11.621434, ' ': -11.852156, ' "#': -12.765381}
{' $': -0.0010316446, '$': -7.327564, ' $\\': -8.596482, ' @': -9.327658, ' $$': -9.5544405}
{' $': -0.00084228313, '$': -7.952971, ' $\\': -8.058015, ' $$': -8.95086, ' ': -10.836635}
{' !': -0.0023357884, ' #': -6.0997567, '!': -9.333299, ' ': -14.2564535, '#': -15.021795}
{' !': -0.00035192163, '!': -7.9615297, ' #': -13.127842, ' ': -14.121469, '\n': -15.64474}
{' @': -0.08595785, ' #': -2.5067837, '@': -7.189549, ' ': -9.866212, '@#': -11.479457}
{' @': -0.0011302762, '@': -6.8649526, ' ': -10.327983, ' #': -10.8536, '\n': -10.8721895}
{' $': -0.0016250237, ' #': -6.7092814, '$': -8.527903, ' $\\': -8.979765, ' $$': -9.782585}
{' $': -0.0007554889, ' $\\': -8.020822, '$': -8.259385, ' $$': -9.116869, ' #': -10.781526}
{' !': -0.00046587197, '!': -7.711811, ' $': -11.006245, ' ': -14.046499, '!.': -15.025855}
{' !': -0.0004865636, '!': -7.630854, ' ': -14.387303, ' $': -15.392486, '!.': -15.632983}
{' @': -0.0014676601, ' $': -6.8113256, '@': -8.191653, ' ': -9.639059, ' $$': -11.967013}
{' @': -0.0009042069, '@': -7.113712, ' ': -10.1272955, ' @@': -10.344568, '\n': -11.393301}
{' #': -0.00047445972, ' $': -7.77596, '#': -10.506064, ' ': -10.793191, '#$': -13.307322}
{' #': -4.954739e-05, '#': -10.643108, ' ': -11.170785, '\n': -12.31343, ' $': -12.937773}
{' @': -0.024912484, ' !': -3.7384725, '@': -7.158355, ' ': -10.4096575, '!': -12.784903}
{' @': -0.0013547902, '@': -6.640719, ' ': -10.387762, ' @@': -11.996469, '\n': -12.033814}
{' #': -0.00015148021, '#': -9.434949, ' !': -9.666207, ' ': -12.136149, ' "#': -13.679359}
{' #': -7.231626e-05, '#': -9.811511, ' ': -11.662778, ' "#': -12.4431095, '\n': -13.077655}
{' $': -0.0032316411, '$': -5.800947, ' $\\': -9.082783, ' !': -9.590509, ' ': -12.091983}
{' $': -0.0012069602, '$': -7.08142, ' $\\': -8.193002, ' $$': -9.79356, ' ': -10.939384}
{' !': -0.011727551, ' @': -4.4603357, '!': -9.394483, '@': -11.112625, ' ': -13.195018}
{' !': -0.00033868288, '!': -7.9952874, ' ': -14.0934, '\n': -14.805878, ' @': -14.936778}
{' #': -0.011063115, ' @': -4.5199475, '#': -9.485811, ' ': -11.1565075, '@': -11.282307}
{' #': -0.000114638155, '#': -9.250303, '\n': -11.888661, ' ': -12.00409, ' "#': -12.926074}
{' $': -0.0013783661, '$': -6.892026, ' $\\': -8.563027, ' @': -9.360777, ' $$': -9.909246}
{' $': -0.00076556916, '$': -8.086072, ' $\\': -8.123475, ' $$': -9.088084, ' ': -10.750258}
{' !': -0.0023819136, ' #': -6.088966, '!': -9.117919, ' ': -13.846229, '#': -14.8941145}
{' !': -0.00028353152, '!': -8.184274, ' #': -12.61121, ' ': -14.033084, '\n': -15.339291}
{' @': -0.018268226, ' #': -4.0542426, '@': -7.2730703, ' ': -10.150943, '@#': -11.982686}
{' @': -0.0009903572, '@': -7.0176167, ' ': -10.252224, ' #': -10.599096, '\n': -10.820727}
{' $': -0.0015104032, ' #': -6.798238, '$': -8.416165, ' $\\': -9.211798, ' $$': -9.894072}
{' $': -0.00078227243, ' $\\': -7.887445, '$': -8.552473, ' $$': -9.038353, ' #': -9.793964}
{' !': -0.00036849445, '!': -7.9615974, ' $': -10.887281, '!.': -14.787412, ' ': -14.957084}
{' !': -0.00056832476, '!': -7.4760523, ' ': -14.019388, '!.': -15.278925, ' $': -15.333297}
{' @': -0.0006970936, ' $': -7.8217587, '@': -8.316333, ' ': -10.214687, ' @@': -12.361368}
{' @': -0.0008635183, '@': -7.1848216, ' ': -9.867797, ' @@': -10.401795, '\n': -11.023916}
{' #': -0.00020751769, ' $': -8.782613, '#': -10.626478, ' ': -10.720822, ' \\': -12.9000845}
{' #': -4.9427246e-05, '#': -10.876697, ' ': -10.901405, '\n': -12.236979, ' \\': -13.036276}
{' !': -0.23849523, ' @': -1.5519564, '@': -8.197113, '!': -9.550011, ' ': -11.943136}
{' !': -0.00010092916, '!': -9.232373, ' ': -13.336708, ' @': -13.851132, '\n': -14.961728}
{' !': -0.0048247934, ' #': -5.364875, '!': -8.937734, '#': -13.175021, ' ': -13.557781}
{' !': -8.495144e-05, '!': -9.427753, ' ': -13.090964, ' #': -13.252361, '\n': -14.502932}
{' !': -0.007101042, ' $': -5.014137, '!': -8.047155, '$': -9.156008, ' $\\': -12.55947}
{' !': -0.00014146294, '!': -8.967751, ' $': -11.361509, ' ': -13.30232, '\n': -15.043134}
{' @': -0.003974609, ' !': -5.740346, '@': -7.2204905, ' ': -11.2342, ' "@': -12.639501}
{' @': -0.0017279543, '@': -6.434725, ' ': -9.78342, ' !': -10.1958885, '\n': -11.1635}
{' @': -0.048659354, ' #': -3.0668075, '@': -7.105379, '@#': -10.047972, ' ': -10.363483}
{' @': -0.0021367401, '@': -6.6261787, ' #': -7.246464, ' ': -9.894937, '\n': -10.52212}
{' @': -0.0038780877, ' $': -5.899149, '@': -6.8379416, ' ': -11.270337, ' $$': -11.359006}
{' @': -0.0016435912, '@': -6.6415744, ' $': -8.329335, ' ': -10.148672, '\n': -10.25224}
{' #': -0.2041544, ' !': -1.6900438, '#': -9.168696, '!': -10.047521, ' ': -12.710936}
{' #': -0.00014909416, ' !': -9.529011, '#': -9.600222, ' ': -12.323072, '\n': -13.294194}
{' @': -0.62446046, ' #': -0.76838905, '@': -7.4388103, '#': -10.114527, '@#': -10.342745}
{' #': -0.00031489186, ' @': -8.642996, '#': -9.092354, ' ': -11.196869, '\n': -11.802909}
{' #': -0.05132434, ' $': -2.9985747, '#': -9.668374, '#$': -9.958869, '$': -10.6575165}
{' #': -0.00077069976, ' $': -7.3064713, '#': -9.732925, '#$': -10.886232, ' ': -11.729138}
{' $': -0.11392621, ' !': -2.2471354, '$': -6.394708, '!': -8.840715, ' $\\': -9.543809}
{' $': -0.0012382295, '$': -7.1606164, '$.': -8.548948, ' $\\': -8.964296, ' !': -9.758164}
{' $': -0.5682435, ' @': -0.84048516, '$': -7.5272593, ' $\\': -7.6325283, '@': -8.149352}
{' $': -0.0015961875, ' $\\': -7.4908113, '$': -7.8693724, ' @': -8.029716, ' ': -8.899859}
{' $': -0.041923717, ' #': -3.2210734, '$': -7.400999, ' $\\': -8.336191, ' ': -9.263221}
{' $': -0.0012395435, '$': -7.608104, ' #': -8.116791, ' $\\': -8.401798, ' ': -9.303524}
{' !': -0.000276853, ' @': -8.596016, '!': -9.31266, ' ': -13.917155, '@': -14.4433365}
{' !': -8.078007e-05, '!': -9.454869, ' ': -13.179656, '\n': -14.703549, ' @': -16.762499}
{' !': -0.0003042804, ' #': -8.598584, '!': -9.042981, ' ': -13.895905, '#': -15.34966}
{' !': -7.100402e-05, '!': -9.589264, ' ': -13.29891, '\n': -14.351381, ' !=': -16.538727}
{' !': -0.00044356775, '!': -8.273097, ' $': -8.614743, '$': -12.288301, ' ': -13.769518}
{' !': -0.000111657944, '!': -9.140529, ' ': -13.087715, ' $': -13.677512, '\n': -14.111112}
{' @': -0.00086435553, '@': -7.180534, ' !': -9.742298, ' ': -10.47349, ' "@': -11.713255}
{' @': -0.0013780096, '@': -6.648972, ' ': -9.872119, '\n': -11.415108, ' "@': -11.771748}
{' @': -0.0024883293, ' #': -6.316439, '@': -7.373336, ' ': -10.575367, ' @@': -11.869025}
{' @': -0.0010952523, '@': -6.9361777, ' #': -9.854743, ' ': -10.182859, '\n': -10.942408}
{' @': -0.0012621622, '@': -6.928344, ' $': -8.384301, ' ': -10.974874, ' @@': -11.222831}
{' @': -0.0010762183, '@': -6.946202, '\n': -10.327124, ' $': -10.343642, ' ': -10.392264}
{' #': -0.010218157, ' !': -4.6004586, '#': -9.109636, '!': -12.403098, ' ': -12.67278}
{' #': -6.862172e-05, '#': -9.965781, ' ': -11.684314, ' !': -11.770003, '\n': -13.032369}
{' #': -0.089387365, ' @': -2.4618351, '@': -9.242818, '#': -9.300466, ' ': -10.848638}
{' #': -8.8290224e-05, '#': -9.759573, ' ': -10.936224, '\n': -11.814088, ' "#': -13.449241}
{' #': -0.0016329656, ' $': -6.471167, '#': -9.868557, '#$': -10.780218, ' ': -12.234772}
{' #': -6.885639e-05, '#': -10.35878, ' $': -11.317004, ' ': -11.465378, '\n': -11.639383}
{' $': -0.0080039725, ' !': -5.063479, '$': -6.5629086, '$.': -9.308598, ' $\\': -9.5863905}
{' $': -0.000946387, '$': -7.440353, ' $\\': -8.851088, '$.': -8.89098, ' ': -9.966645}
{' $': -0.006389526, ' @': -5.3953876, '$': -7.2092485, ' $\\': -7.3810043, ' $$': -8.82761}
{' $': -0.0012971954, ' $\\': -7.385118, '$': -7.8676543, ' ': -9.2491045, '$.': -9.330855}
{' $': -0.0011792108, '$': -7.67688, ' $\\': -8.117573, ' #': -8.494595, ' ': -9.609594}
{' $': -0.0007887144, '$': -7.900332, ' $\\': -8.251433, ' $$': -9.852543, ' ': -9.882807}
{' @': -0.0025946351, '@': -5.9978223, ' ': -9.404121, '\n': -11.329205, ' @@': -12.474968}
{' @': -0.002296658, '@': -6.116997, ' ': -9.666422, '\n': -11.526466, ' @@': -12.114507}
{' #': -0.0001233404, '#': -9.257331, ' ': -11.179925, '\n': -11.777295, ' "#': -13.136409}
{' #': -0.000113686365, '#': -9.387849, ' ': -11.062235, '\n': -11.9510355, ' "#': -12.651808}
{' $': -0.0015422818, '$': -6.7289095, ' $\\': -8.218053, ' ': -10.4076185, ' $$': -10.499734}
{' $': -0.0013937666, '$': -6.753778, ' $\\': -8.657979, ' ': -10.646756, ' $$': -10.976355}
{' !': -0.0005107761, '!': -7.5886354, ' @': -13.012814, ' ': -13.282295, '\n': -14.952584}
{' !': -0.0004432111, '!': -7.7327924, ' @': -12.861716, ' ': -13.443657, '\n': -14.37734}
{' #': -0.0001835511, '#': -8.757477, '\n': -11.527238, ' ': -11.670178, ' @': -12.597492}
{' #': -0.00017413269, '#': -8.938601, ' ': -10.967627, '\n': -11.118702, ' @': -12.330152}
{' $': -0.0011508646, '$': -7.2638426, ' $\\': -8.179303, ' $$': -9.122641, ' ': -10.603849}
{' $': -0.0013075197, '$': -7.3762517, ' $\\': -7.9434824, ' $$': -8.244226, ' ': -10.545911}
{' !': -0.00035716867, '!': -7.9633183, ' #': -11.797111, ' ': -13.53237, '\n': -15.725397}
{' !': -0.0005653418, '!': -7.4835935, ' ': -13.519375, ' #': -13.781927, '\n': -15.000477}
