{' Yes': -0.0022212046, 'Yes': -6.1538434, ' yes': -10.02856, '\n': -10.890599, ' YES': -11.135205}
{' No': -0.63102376, ' Yes': -0.77706945, ' Kid': -5.333756, 'No': -6.802685, 'Yes': -6.841793}
{' Yes': -0.002261528, ' Hunger': -6.5764627, 'Yes': -7.237691, ' yes': -10.337354, ' YES': -10.635309}
{' Yes': -0.0008700231, 'Yes': -7.5674915, ' No': -8.430265, ' Hunger': -9.896225, ' yes': -10.63072}
{' Yes': -0.00059832406, 'Yes': -7.493837, ' yes': -10.642959, ' YES': -11.409109, '\n': -12.861898}
{' Yes': -0.0023084267, 'Yes': -6.3962007, ' St': -8.732277, ' No': -8.768471, ' yes': -9.236433}
{' Yes': -0.17951548, ' Danger': -2.1448588, ' Dagger': -3.2112234, 'Yes': -5.775893, ' yes': -6.8671913}
{' Yes': -0.0046217744, 'Yes': -6.1761436, ' Danger': -6.1842017, ' No': -8.395604, ' yes': -9.316599}
{' Yes': -0.0019685463, 'Yes': -6.364075, ' yes': -9.13644, ' YES': -9.595392, ' No': -10.298266}
{' Yes': -0.0030536377, 'Yes': -6.3018947, ' Direct': -7.436172, ' yes': -9.010382, ' Directory': -9.358286}
{' Yes': -0.0034078218, ' No': -6.318639, 'Yes': -6.630021, ' yes': -9.170744, ' YES': -9.570693}
{' Yes': -0.001854903, 'Yes': -6.6628885, ' YES': -8.907952, ' No': -8.974509, ' yes': -9.002299}
{' Yes': -0.0013722198, 'Yes': -6.763785, ' No': -9.242496, ' yes': -10.176792, ' YES': -10.8418455}
{' Yes': -0.001672726, 'Yes': -6.5898647, ' yes': -9.844723, ' Office': -9.892288, ' YES': -10.010982}
{' No': -0.03226076, ' Yes': -3.5571284, 'No': -6.1264453, ' Behind': -7.2148147, ' Nope': -8.626895}
{' Yes': -0.017686129, ' Behind': -4.4176855, 'Yes': -5.9212465, ' No': -6.3264, ' Absolutely': -9.060893}
{' Yes': -0.0018491097, 'Yes': -6.620263, ' Thread': -7.891349, ' yes': -9.500987, ' YES': -10.395089}
{' Yes': -0.0032355874, ' Thread': -6.3800335, 'Yes': -6.8927445, ' No': -8.077581, ' yes': -8.977146}
{' Yes': -0.063834995, ' T': -4.161675, ' Tess': -4.341551, ' Issue': -4.3726506, ' No': -4.879364}
{' Yes': -0.2862165, ' No': -1.7971094, ' Issue': -2.6194685, 'Yes': -5.7069416, ' Iss': -6.586365}
{' Yes': -0.0021408007, 'Yes': -7.141236, ' No': -7.292469, ' Sure': -7.580281, ' yes': -9.882104}
{' Yes': -0.0037706264, ' Sure': -6.5338016, 'Yes': -6.620212, ' No': -7.7914996, ' yes': -8.906805}
{' Yes': -0.0054813186, 'Yes': -5.7330832, ' Fl': -6.6475215, ' No': -7.9852653, ' yes': -8.427199}
{' Yes': -0.01129361, ' No': -5.033777, 'Yes': -5.570652, ' Fl': -7.8528004, ' yes': -8.785204}
{' Yes': -0.035290208, ' Sne': -3.8902533, ' No': -4.8162003, 'Yes': -5.931923, ' Sn': -6.4742837}
{' Yes': -0.055000238, ' No': -2.9910274, 'Yes': -6.173995, ' Sne': -7.6472306, ' Nope': -8.903839}
{' Yes': -0.0036175319, ' Better': -6.3873506, 'Yes': -6.4155087, ' yes': -9.417095, ' YES': -9.498268}
{' Yes': -0.008020676, ' Better': -5.1899853, 'Yes': -6.3647556, ' yes': -8.449291, ' YES': -9.176826}
{' Yes': -0.00061406806, 'Yes': -7.4837456, ' yes': -10.472025, ' YES': -11.389173, ' No': -12.202022}
{' Yes': -0.0011286073, 'Yes': -7.1975756, ' Purple': -8.334243, ' yes': -9.646293, ' YES': -10.466804}
{' Yes': -0.00727442, ' Animal': -5.3573356, 'Yes': -6.08826, ' yes': -9.1466875, ' YES': -10.086179}
{' Yes': -0.05680832, ' Animal': -2.9745383, 'Yes': -5.7043185, ' yes': -8.115552, ' No': -8.933955}
{' Hel': -0.016261263, ' Yes': -4.3828096, 'Helper': -6.4446235, ' Help': -7.213685, ' helper': -7.662008}
{' Hel': -0.620794, ' Yes': -0.78240377, 'Yes': -6.7022586, ' Help': -6.737991, 'Helper': -6.7398252}
{' Yes': -0.67013174, ' No': -0.71970195, 'No': -7.1319304, 'Yes': -7.8790183, ' Nope': -8.631885}
{' Yes': -0.00070043333, 'Yes': -7.346391, ' yes': -10.486862, ' YES': -11.470754, ' ': -12.705412}
{' Yes': -0.0013863653, 'Yes': -6.676357, ' Branch': -10.126197, ' yes': -10.2473955, ' YES': -11.171262}
{' Yes': -0.020321142, ' Branch': -4.156517, 'Yes': -5.6216927, ' yes': -8.141984, ' Br': -8.795609}
{' Yes': -0.0013362283, 'Yes': -6.691033, ' Yep': -10.64779, ' yes': -10.857574, ' YES': -11.362247}
{' Yes': -0.031450268, ' Pretty': -3.6907327, 'Yes': -5.9332047, ' Pre': -6.212718, ' Yep': -7.724356}
{' Yes': -0.3460597, ' Ignore': -1.3283479, ' Ign': -3.9585912, ' No': -5.006805, 'Yes': -7.28432}
{' Yes': -0.18647867, ' No': -2.2430182, ' Ignore': -2.82788, ' Ign': -5.620957, 'Yes': -7.834027}
{' Yes': -0.016477505, ' Divide': -4.2160754, 'Yes': -6.8742075, ' No': -8.149928, ' yes': -9.409604}
{' Divide': -0.41383332, ' Yes': -1.1201589, ' Div': -4.7551093, ' No': -6.475694, 'Yes': -7.3679614}
{' Yes': -0.0007740395, 'Yes': -7.373763, ' Hammer': -9.195168, ' yes': -11.1153345, ' YES': -11.301213}
{' Yes': -0.029247139, ' Hammer': -3.5927653, 'Yes': -6.846763, ' yes': -9.572928, ' YES': -9.853689}
{' Yes': -0.0017742289, 'Yes': -6.694237, ' Second': -7.9612374, ' yes': -10.023244, ' YES': -10.143628}
{' Yes': -0.004065812, 'Yes': -6.286034, ' Second': -6.3798757, ' yes': -8.955649, ' YES': -9.196429}
{' Yes': -0.01578333, ' No': -4.785808, 'Yes': -5.487482, ' Mount': -6.852074, ' Amount': -6.9797363}
{' Yes': -0.016015153, ' No': -4.945943, 'Yes': -5.505392, ' Amount': -6.159884, ' Mount': -7.3970504}
{' Yes': -0.12078965, ' Ex': -2.204936, 'Yes': -6.154324, 'Ex': -7.2064576, ' yes': -8.789136}
{' Yes': -0.04220514, ' Ex': -3.77456, ' No': -4.177367, 'Yes': -6.4871945, 'Ex': -8.097541}
{' Yes': -0.00055937853, 'Yes': -7.616272, ' yes': -10.4145355, ' YES': -11.732017, ' Dollar': -12.015785}
{' Yes': -0.00048525323, 'Yes': -8.226737, ' No': -8.76509, ' Sure': -10.854903, ' yes': -10.912656}
{' Yes': -0.016356988, ' Planet': -4.2096267, 'Yes': -6.7261953, ' yes': -9.652507, ' YES': -10.269338}
{' Yes': -0.0025474266, ' Planet': -6.5748262, 'Yes': -6.862754, ' yes': -10.216834, ' YES': -10.387326}
{' Yes': -0.0021549584, 'Yes': -6.3537383, ' No': -8.775462, ' Car': -9.509093, ' YES': -9.725839}
{' Yes': -0.0015659799, 'Yes': -6.5859756, ' No': -9.738867, ' yes': -10.028503, ' YES': -10.136793}
{' Yes': -0.0018663686, 'Yes': -6.564772, ' Ass': -7.9257703, ' YES': -10.500829, ' yes': -10.5513735}
{' Yes': -0.011194148, ' Ass': -4.711532, 'Yes': -6.2834773, ' YES': -9.814958, ' yes': -10.1137295}
{' Yes': -0.0040792176, ' Circus': -6.0135703, 'Yes': -6.606832, ' Circ': -9.138883, ' Cir': -9.536073}
{' Yes': -0.0473832, ' Circus': -3.2451887, ' Circ': -5.6254644, ' Cir': -6.4049687, 'Yes': -6.4144044}
{' Yes': -0.000872886, 'Yes': -7.1240683, ' yes': -10.49879, ' No': -11.074626, ' YES': -11.215119}
{' Yes': -0.0011734813, 'Yes': -6.85816, ' yes': -9.804632, ' YES': -10.393217, ' Absolutely': -11.635059}
{' Yes': -0.0013038795, 'Yes': -7.1220136, ' Finger': -8.3737135, ' No': -9.258168, ' yes': -9.5856085}
{' Yes': -0.005223462, ' Finger': -5.795935, 'Yes': -6.8668957, ' No': -7.2530046, ' yes': -8.846273}
{' Yes': -0.0013907817, 'Yes': -6.661802, ' yes': -9.681652, ' YES': -10.635679, ' ': -11.484059}
{' Yes': -0.011053111, ' Law': -4.8133717, 'Yes': -6.044809, ' yes': -9.193169, ' YES': -9.425876}
{' Yes': -0.0011537294, 'Yes': -6.808122, ' yes': -11.083841, ' YES': -11.419411, ' Sure': -12.386289}
{' Yes': -0.0014649183, 'Yes': -6.631874, ' yes': -10.008396, ' YES': -10.241499, ' Smooth': -11.230289}
{' Yes': -0.0038809602, ' No': -6.2192225, 'Yes': -6.5038543, ' Cancer': -8.338487, ' yes': -9.377913}
{' Yes': -0.028885962, ' No': -3.6741514, 'Yes': -6.547185, ' Cancer': -6.6763916, ' yes': -9.156255}
{' Yes': -0.009137785, ' Sc': -5.22232, 'Yes': -5.8635955, ' YES': -8.098083, ' yes': -8.214085}
{' Yes': -0.036929302, ' Sc': -3.473178, 'Yes': -5.6942644, ' YES': -7.5249686, ' yes': -8.00837}
{' Yes': -0.0057306094, ' No': -5.647147, 'Yes': -6.225827, ' yes': -8.948606, ' YES': -10.527078}
{' Yes': -0.0075741224, ' No': -5.3251553, 'Yes': -6.0398345, ' yes': -8.798573, ' YES': -9.979304}
{' Yes': -0.0013175473, 'Yes': -6.974075, ' Exc': -8.875409, ' Sure': -9.535714, ' Absolutely': -10.209071}
{' Yes': -0.017372523, ' Ex': -4.932299, ' Exc': -5.180798, 'Yes': -6.0467205, ' No': -7.5168934}
{' Yes': -0.0009583192, 'Yes': -7.3611813, ' No': -8.737331, ' Gamble': -9.689928, ' yes': -9.723984}
{' Yes': -0.0013723973, ' No': -7.085988, 'Yes': -7.636918, ' yes': -10.258897, ' YES': -12.086583}
{' Yes': -0.02648994, ' No': -3.7132955, 'Yes': -6.490416, 'No': -9.554098, ' yes': -9.6095295}
{' Yes': -0.0025177267, 'Yes': -6.2238936, ' Cowboy': -8.258547, ' yes': -9.231888, ' YES': -9.947601}
{' Yes': -0.0077765365, ' Finish': -5.3918877, 'Yes': -5.99189, ' No': -7.7076626, ' yes': -9.588141}
{' Yes': -0.017211393, ' Finish': -4.3179655, 'Yes': -5.786573, ' yes': -8.672798, ' No': -9.08474}
{' Yes': -0.0023797622, 'Yes': -6.327358, ' Puzzle': -7.9812503, ' yes': -9.202544, ' YES': -9.797362}
{' Yes': -0.0022580645, 'Yes': -6.3323765, ' Puzzle': -8.405296, ' yes': -9.227798, ' YES': -9.7722025}
{' Yes': -0.0010691738, 'Yes': -6.8793974, ' YES': -11.334707, ' yes': -11.352918, ' Repeat': -11.971083}
{' Yes': -0.0009891622, 'Yes': -7.3803983, ' Repeat': -8.110709, ' yes': -10.447005, ' YES': -11.155334}
{' Yes': -0.00055031304, 'Yes': -7.638926, ' yes': -10.269982, ' YES': -11.297742, ' Spider': -11.673266}
{' Yes': -0.00040832703, 'Yes': -7.9332314, ' No': -11.228595, ' Sure': -11.305787, ' yes': -11.505523}
{' Yes': -0.0007480895, 'Yes': -7.5921383, ' yes': -9.771961, ' YES': -9.807966, ' Sure': -9.947729}
{' Yes': -0.0010970423, 'Yes': -7.35429, ' Candle': -9.169497, ' YES': -9.254711, ' Sure': -9.544676}
{' Yes': -0.014651565, ' Thr': -4.9608507, ' Th': -5.2755938, 'Yes': -6.936879, ' No': -7.269163}
{' Yes': -0.0014156118, ' No': -7.0928683, 'Yes': -7.539058, ' yes': -10.483602, '\n': -11.880882}
{' Yes': -0.0004988487, 'Yes': -7.727589, ' yes': -10.186637, ' YES': -11.48378, ' No': -11.976459}
{' Yes': -0.0008724082, ' No': -7.706753, 'Yes': -7.946745, ' yes': -10.197636, ' Bleach': -11.650857}
{' Yes': -0.00035454513, 'Yes': -8.012336, ' yes': -11.240632, ' YES': -12.027631, 'yes': -13.825135}
{' Yes': -0.0007152264, 'Yes': -7.3679285, ' yes': -10.486584, ' Flower': -10.518301, ' YES': -11.087378}
{' Yes': -0.00033844542, 'Yes': -8.142507, ' No': -10.777045, ' yes': -11.153295, ' YES': -12.047872}
{' Yes': -0.006912808, ' No': -5.0192304, 'Yes': -8.263504, ' yes': -11.535414, ' YES': -12.82626}
{' Yes': -0.0070998413, ' No': -5.3876996, 'Yes': -6.398728, ' Indian': -7.9516063, ' yes': -8.839836}
{' Yes': -0.06301815, ' No': -2.8384905, 'Yes': -6.732753, ' Ind': -7.722128, ' Indian': -7.815656}
{' Yes': -0.0013618319, 'Yes': -7.509056, ' Orange': -7.7028255, ' No': -8.745154, ' Sure': -8.956413}
{' Yes': -0.0010654755, 'Yes': -7.29688, ' Orange': -8.722966, ' Sure': -9.308818, ' No': -9.795826}
{' Yes': -0.00089961407, 'Yes': -7.48994, ' No': -8.829239, ' Hungry': -8.999864, ' yes': -10.54089}
{' Yes': -0.00034536046, 'Yes': -8.35005, ' No': -9.314548, ' yes': -11.697281, ' YES': -12.079601}
{' Yes': -0.009723717, ' No': -4.676674, 'Yes': -8.0470495, ' yes': -11.10529, ' YES': -11.633714}
{' Yes': -0.23456262, ' No': -1.5695922, 'Yes': -7.523787, 'No': -8.541266, ' Nope': -9.476976}
{' Yes': -0.0060832207, ' No': -5.4313645, 'Yes': -7.150597, ' Mirror': -7.1821747, ' yes': -9.466277}
{' Yes': -0.020515263, ' No': -3.9248197, 'Yes': -7.870325, ' Mirror': -9.085609, ' yes': -10.559504}
{' Yes': -0.0003162041, 'Yes': -8.122672, ' yes': -11.540866, ' YES': -11.896225, 'yes': -13.797783}
{' Yes': -0.00051876775, 'Yes': -7.5972433, ' yes': -11.828052, ' YES': -12.297208, 'yes': -13.666063}
{' Yes': -0.035525057, ' Pepper': -3.818583, ' Pe': -5.357928, ' No': -5.4468365, 'Yes': -5.9294815}
{' Yes': -0.028118754, ' Pepper': -4.167811, ' Pe': -5.106108, ' No': -5.8974843, 'Yes': -6.2934933}
{' Yes': -0.00066971505, 'Yes': -7.4092884, ' YES': -10.9068985, ' yes': -11.064512, ' Sure': -11.596479}
{' Yes': -0.00036897225, 'Yes': -7.9950686, ' Sure': -11.437464, ' YES': -11.719532, ' yes': -11.945321}
{' Yes': -0.0014912398, 'Yes': -6.8087616, ' yes': -8.459046, ' No': -9.156106, ' YES': -10.436129}
{' Yes': -0.04606109, ' No': -3.264956, ' Nope': -5.891472, 'Yes': -6.5154614, ' Yep': -6.5526853}
{' Yes': -0.0515001, ' No': -3.1886575, ' Square': -5.021232, ' Squ': -6.6587577, 'Yes': -7.0739856}
{' Yes': -0.07006023, ' No': -2.795726, ' Square': -5.9539022, ' Squ': -6.2360606, 'Yes': -6.687938}
{' Yes': -0.00033212456, 'Yes': -8.192715, ' Sure': -10.484741, ' YES': -11.715424, ' yes': -11.748219}
{' Yes': -0.0002840093, 'Yes': -8.452769, ' Sure': -10.156068, ' YES': -11.691833, ' yes': -11.8452015}
{' Yes': -0.00129624, 'Yes': -6.808248, ' yes': -9.825557, ' YES': -10.028027, ' No': -10.06223}
{' Yes': -0.005206804, ' No': -6.088445, 'Yes': -6.1857576, ' Leaves': -7.8279467, ' YES': -8.903015}
{' Yes': -0.0011274132, 'Yes': -7.3434806, ' No': -7.842672, ' Ending': -10.081481, ' yes': -10.613134}
{' Yes': -0.0444149, ' Ending': -3.4594634, ' No': -4.589464, 'Yes': -6.5760994, ' End': -9.029432}
{' Yes': -0.005887682, ' Energy': -5.365665, 'Yes': -6.99018, ' YES': -9.590142, ' Yeah': -9.970977}
{' Yes': -0.0009831962, 'Yes': -7.3716264, ' Energy': -9.083005, ' Yeah': -10.036671, ' YES': -10.064902}
{' Yes': -0.0004605048, 'Yes': -8.1572895, ' No': -9.396498, ' yes': -10.170105, ' YES': -10.74593}
{' Yes': -0.0005181708, 'Yes': -7.8136106, ' Father': -10.185298, ' yes': -10.404943, ' YES': -10.885459}
{' Yes': -0.00052973966, 'Yes': -7.8110437, ' No': -9.664372, ' yes': -10.144229, ' YES': -11.103008}
{' Yes': -0.00033653717, 'Yes': -8.181493, ' No': -10.534114, ' yes': -11.042846, ' YES': -11.649601}
{' Yes': -0.003199529, ' Street': -6.1647387, 'Yes': -7.049069, ' yes': -9.089417, ' YES': -9.553739}
{' Yes': -0.0004958666, 'Yes': -7.6813273, ' YES': -11.061279, ' yes': -11.38074, '\n': -12.932308}
{' Yes': -0.00031787396, 'Yes': -8.115373, ' yes': -11.712081, ' YES': -12.070004, ' Strong': -12.884411}
{' Yes': -0.0010827213, 'Yes': -7.4844747, ' Strong': -7.682742, ' yes': -10.374852, ' YES': -11.077027}
{' Yes': -0.00188942, ' No': -6.8416467, 'Yes': -7.6556096, ' yes': -8.477962, ' Seller': -9.565909}
{' Yes': -0.002171505, ' Seller': -6.4336843, 'Yes': -7.8271265, ' yes': -9.366864, ' YES': -10.080856}
{' Yes': -0.00071403343, 'Yes': -7.9235063, ' No': -8.172713, ' yes': -10.392712, ' Bl': -11.324591}
{' Yes': -0.0019145607, ' Bl': -6.967639, 'Yes': -7.1489635, ' yes': -9.597329, ' No': -9.89541}
{' Yes': -0.00042389173, 'Yes': -7.8146367, ' yes': -11.256656, ' YES': -12.148819, 'yes': -14.109825}
{' Yes': -0.031061245, ' B': -3.8418043, ' Bor': -5.362896, 'Yes': -6.694304, ' Borough': -6.9245}
{' Yes': -0.00031298358, 'Yes': -8.165157, ' yes': -11.198945, ' YES': -11.766602, ' No': -12.627814}
{' Yes': -0.005856147, ' No': -5.9824996, 'Yes': -6.352753, ' yes': -8.025642, ' Prince': -8.082567}
{' Yes': -0.0010129693, 'Yes': -7.316219, ' Parent': -8.802475, ' yes': -9.639677, ' No': -9.679285}
{' Yes': -0.01285317, ' Parent': -4.534267, 'Yes': -6.7241845, ' Parents': -8.395949, ' YES': -8.988578}
{' Yes': -0.0005334971, 'Yes': -7.7369075, ' yes': -10.415292, ' YES': -10.568742, ' Sure': -11.558112}
{' Yes': -0.0003591943, 'Yes': -8.088894, ' yes': -11.34058, ' YES': -11.411137, ' Super': -11.711662}
{' Yes': -0.0004914521, 'Yes': -7.7115464, ' yes': -11.197855, ' YES': -11.574251, ' No': -12.023287}
{' Yes': -0.00048906606, 'Yes': -8.194334, ' No': -8.839418, ' Yeah': -11.382981, ' Yep': -11.394843}
{' Yes': -0.001042502, 'Yes': -7.0113726, ' No': -10.001161, ' YES': -10.51967, ' St': -10.580991}
{' Yes': -0.08555398, ' St': -2.629978, 'Yes': -5.3655453, ' Stars': -6.20296, ' No': -7.1424932}
{' Yes': -0.0005379106, 'Yes': -7.630403, ' yes': -10.271152, ' Doctor': -11.83303, ' YES': -12.046533}
{' Yes': -0.0016867588, 'Yes': -7.075175, ' Doctor': -7.3286004, ' yes': -9.098574, ' No': -10.551006}
{' Yes': -0.0026405314, 'Yes': -6.4919877, ' No': -7.1022816, ' YES': -9.287476, ' yes': -9.69639}
{' Yes': -0.025109207, ' No': -3.7608879, 'Yes': -6.7819214, ' YES': -9.509936, ' Nope': -9.586666}
{' Yes': -0.00220836, ' No': -6.4828157, 'Yes': -7.420341, ' yes': -10.517493, ' YES': -10.632813}
{' Yes': -0.054312475, ' No': -2.998906, 'Yes': -6.303168, ' Tennis': -7.0904503, 'No': -9.346869}
{' Yes': -0.0013589661, 'Yes': -7.387173, ' Bucket': -7.477898, ' yes': -9.282774, ' No': -10.467904}
{' Yes': -0.040822465, ' Bucket': -3.280145, 'Yes': -6.7751055, ' Buck': -7.1942053, ' yes': -8.323884}
{' Yes': -0.0032650072, 'Yes': -6.231309, ' States': -7.3535852, ' No': -8.164347, ' St': -9.191381}
{' Yes': -0.008917777, ' States': -5.8721476, ' No': -6.136887, 'Yes': -6.2273073, ' St': -6.5102468}
{' Yes': -0.0004844188, 'Yes': -7.8309703, ' Sure': -10.155252, ' YES': -11.043548, ' Yep': -11.434201}
{' Yes': -0.0008171667, 'Yes': -7.343093, ' Sure': -9.742398, ' Yep': -10.352543, ' Yeah': -10.695252}
{' In': -0.1040082, ' Yes': -2.549872, ' No': -4.6472116, ' inh': -5.2328057, ' inhal': -5.553593}
{' Yes': -0.9407829, ' In': -1.0716633, ' No': -1.5765994, ' inh': -3.928486, ' Nope': -4.077139}
{' Yes': -0.0015620403, 'Yes': -7.030557, ' Loving': -8.108637, ' yes': -8.8643, ' YES': -9.082906}
{' Yes': -0.0004944342, 'Yes': -7.7222714, ' yes': -11.179448, ' YES': -11.187813, ' Sure': -11.865086}
{' Yes': -0.001482165, ' No': -7.127148, 'Yes': -7.4257255, ' yes': -10.058701, ' YES': -11.110199}
{' Yes': -0.0019173673, ' No': -6.491602, 'Yes': -7.9763336, ' yes': -10.861052, ' YES': -11.490253}
{' Yes': -0.000556755, 'Yes': -7.604699, ' yes': -10.68768, ' YES': -11.267223, ' Butter': -11.806471}
{' Yes': -0.0024713576, ' Butter': -6.6188383, 'Yes': -7.0168962, ' yes': -9.472585, ' But': -9.620219}
{' Yes': -0.00047541337, 'Yes': -7.7977815, ' yes': -10.374765, ' YES': -11.149071, ' No': -11.911575}
{' Yes': -0.038387924, ' No': -3.308457, 'Yes': -7.4282804, ' B': -8.8346615, ' Bor': -9.159727}
{' Yes': -0.0016634727, 'Yes': -6.5934925, ' yes': -9.295505, ' YES': -9.549447, ' No': -10.739125}
{' Yes': -0.012144971, ' No': -4.713271, 'Yes': -6.343262, ' Twelve': -8.232022, ' yes': -8.365914}
{' Yes': -0.0022886512, ' She': -6.765354, 'Yes': -6.9396973, ' yes': -10.03493, ' YES': -10.195746}
{' Yes': -0.0012523138, 'Yes': -6.897523, ' She': -9.128776, ' YES': -10.035619, ' yes': -10.193678}
{' Yes': -0.0004368883, 'Yes': -7.802769, ' YES': -11.208871, ' yes': -11.429338, '\n': -13.474784}
{' Yes': -0.00071701553, 'Yes': -7.318267, ' YES': -10.644616, ' yes': -11.046925, ' Stress': -12.081983}
{' Yes': -0.0010165493, ' No': -7.387702, 'Yes': -7.9017706, ' yes': -11.3031025, ' YES': -11.718186}
{' Yes': -0.00071272027, 'Yes': -7.5111837, ' No': -9.065682, ' YES': -11.095819, ' yes': -11.219404}
{' Yes': -0.020135267, ' No': -3.9298794, 'Yes': -8.289363, ' yes': -11.753057, 'No': -11.842804}
{' Yes': -0.0757766, ' Minute': -2.967893, ' No': -4.120744, ' M': -6.715406, 'Yes': -6.821205}
{' Yes': -0.0003195429, 'Yes': -8.119128, ' yes': -11.492802, ' YES': -12.273726, ' No': -12.643391}
{' Yes': -0.00047171512, 'Yes': -7.896717, ' No': -10.428402, ' Sure': -10.785753, ' Yep': -10.880444}
{' Yes': -0.015866779, ' No': -4.827609, ' Wa': -5.0790076, 'Yes': -7.0492578, ' Wait': -8.279134}
{' Yes': -0.006847331, ' Wa': -5.3741755, 'Yes': -6.746414, ' No': -8.271828, ' yes': -8.515473}
{' Yes': -0.006687645, ' No': -6.1973476, ' Flight': -6.4320045, ' Fr': -6.703886, 'Yes': -6.8155637}
{' Yes': -0.026420355, ' No': -4.0677752, ' Fr': -5.4844036, ' Flight': -5.980993, 'Yes': -6.746326}
{' Yes': -0.043480657, ' No': -3.2928545, ' Length': -5.342263, 'Yes': -7.550614, 'No': -10.534401}
{' Yes': -0.004097174, ' Length': -6.0988884, ' No': -6.8292465, 'Yes': -7.3262024, ' YES': -10.625265}
{' Yes': -0.00029235485, 'Yes': -8.241415, ' yes': -10.886776, ' YES': -12.667643, ' Sure': -13.097187}
{' Yes': -0.00045740348, 'Yes': -7.8008323, ' yes': -10.623437, ' YES': -11.743547, ' Sure': -11.788508}
{' Yes': -0.0005207943, 'Yes': -7.8276834, ' yes': -10.275241, ' France': -10.544345, ' YES': -10.62625}
{' Yes': -0.0005970119, 'Yes': -7.6177745, ' yes': -10.294611, ' Sure': -10.489273, ' YES': -10.872978}
{' Yes': -0.00049658, 'Yes': -7.7127123, ' yes': -10.971289, ' YES': -11.459965, ' Sure': -11.959022}
{' Yes': -0.000992502, 'Yes': -7.2653813, ' Muscle': -8.989878, ' No': -9.917145, ' yes': -9.960382}
{' Yes': -0.0024643065, ' Empire': -6.668526, 'Yes': -7.0400257, ' Em': -9.586482, ' yes': -9.620525}
{' Yes': -0.020474622, ' Empire': -4.0905447, ' Em': -6.32667, 'Yes': -7.0411406, ' Emperor': -8.5824585}
{' Yes': -0.012430204, ' No': -4.975853, ' Kid': -5.4450874, 'Yes': -7.169704, ' yes': -8.888029}
{' No': -0.1362618, ' Yes': -2.0878973, ' Nope': -6.327973, 'No': -7.0741334, ' Kid': -7.6341286}
{' Yes': -0.0003591943, 'Yes': -8.318714, ' Hunger': -9.766159, ' No': -11.020113, ' yes': -11.176324}
{' Yes': -0.00259069, ' No': -6.136408, 'Yes': -8.163849, ' Hunger': -9.726873, ' Nope': -11.003759}
{' Yes': -0.00025050133, 'Yes': -8.3744335, ' yes': -11.241862, ' YES': -12.227229, 'yes': -14.67454}
{' Yes': -0.0028406382, 'Yes': -6.492449, ' No': -7.520536, ' St': -8.15966, ' yes': -8.860698}
{' Yes': -0.14868271, ' Dagger': -2.653901, ' Danger': -2.8166459, ' No': -5.8582354, 'Yes': -6.211086}
{' Yes': -0.0014384736, 'Yes': -7.2195053, ' No': -7.401516, ' Danger': -10.36488, ' yes': -10.599031}
{' Yes': -0.00084908464, 'Yes': -7.5921, ' No': -8.227804, ' yes': -10.151342, ' YES': -10.604652}
{' Yes': -0.0019058407, 'Yes': -6.8225884, ' No': -7.742789, ' Direct': -8.832808, ' yes': -9.608445}
{' Yes': -0.004990052, ' No': -5.459204, 'Yes': -7.3894114, ' yes': -10.212826, ' YES': -10.514647}
{' Yes': -0.004083047, ' No': -5.963216, 'Yes': -6.857663, ' YES': -8.882991, ' yes': -9.106303}
{' Yes': -0.0007373542, 'Yes': -7.5439653, ' No': -8.827304, ' yes': -10.682673, ' YES': -11.361855}
{' Yes': -0.0007405738, 'Yes': -7.4636674, ' No': -9.2736435, ' yes': -10.634413, ' YES': -10.837251}
{' No': -0.010281628, ' Yes': -4.8088713, 'No': -6.654312, ' Behind': -7.483219, ' Nope': -8.677992}
{' Yes': -0.0021329771, ' No': -6.6809764, 'Yes': -7.290653, ' yes': -10.424955, ' Absolutely': -10.512617}
{' Yes': -0.0012585222, 'Yes': -7.352326, ' Thread': -7.7899923, ' No': -9.026258, ' yes': -9.794721}
{' Yes': -0.012146297, ' No': -4.530625, 'Yes': -7.1757393, ' Thread': -7.962557, ' yes': -9.322748}
{' Yes': -0.02688191, ' No': -3.8288054, 'Yes': -5.620577, ' T': -7.9399347, ' yes': -8.626878}
{' Yes': -0.42623425, ' No': -1.2287625, ' Issue': -3.153262, 'Yes': -6.113671, ' Iss': -6.3982196}
{' Yes': -0.010523504, ' No': -4.6829095, 'Yes': -7.4694257, ' Sure': -7.634554, ' yes': -10.140774}
{' Yes': -0.005430018, ' No': -5.5574713, 'Yes': -7.13336, ' Sure': -7.5420732, ' yes': -9.593713}
{' Yes': -0.0016650254, 'Yes': -6.7034187, ' No': -8.424968, ' yes': -9.523681, ' Fl': -9.728172}
{' Yes': -0.0032999325, ' No': -6.2262497, 'Yes': -6.7084165, ' yes': -10.035107, ' YES': -10.643068}
{' Yes': -0.022031203, ' No': -4.335321, ' Sne': -5.1208925, 'Yes': -6.495618, ' Sn': -7.554046}
{' Yes': -0.047657847, ' No': -3.112603, 'Yes': -6.757481, ' Sne': -7.8799767, ' Nope': -8.958805}
{' Yes': -0.006923129, ' Better': -5.2777915, 'Yes': -6.631677, ' yes': -9.0559225, ' YES': -9.412935}
{' Yes': -0.0016704582, 'Yes': -6.9172034, ' Better': -7.982202, ' yes': -8.981436, ' Bet': -9.923338}
{' Yes': -0.0003102418, 'Yes': -8.191134, ' yes': -11.081037, ' YES': -11.653803, ' No': -12.065094}
