{' Right': -0.023665998, ' right': -3.813581, 'Right': -7.2528434, ' "': -7.8961616, 'right': -8.905826}
{' Left': -0.0324188, ' left': -3.7015717, ' Right': -5.1085143, 'Left': -7.2994094, ' "': -8.349763}
{' Left': -0.053744182, ' left': -3.1669526, ' Right': -4.71824, 'Left': -7.32522, 'left': -8.3188095}
{' Right': -0.046326075, ' right': -3.8399374, ' Left': -3.8457987, ' left': -6.466231, 'Right': -7.457453}
{' Right': -0.08652442, ' Left': -3.2377372, ' right': -3.2845223, ' left': -5.3426523, 'Right': -7.2046924}
{' Right': -0.034276366, ' right': -3.4548507, ' Left': -7.12099, 'Right': -7.249467, ' "': -8.041354}
{' Right': -0.014807202, ' right': -4.312672, ' Left': -7.6757874, 'Right': -7.6769795, ' "': -8.270117}
{' Right': -0.04554219, ' right': -3.5622694, ' Left': -4.3294663, ' left': -6.638312, 'Right': -7.0024667}
{' Right': -0.025707811, ' right': -3.7479138, 'Right': -6.973334, ' "': -7.875908, ' Left': -8.115643}
{' Right': -0.027345272, ' right': -3.722587, ' Left': -6.572267, 'Right': -7.227649, ' "': -7.799951}
{' Right': -0.083723105, ' Left': -3.2323434, ' right': -3.3542786, ' left': -5.3782597, 'Right': -7.262356}
{' Right': -0.029682677, ' right': -3.5926633, 'Right': -6.9807897, ' "': -7.792069, 'right': -8.384468}
{' Right': -0.041763987, ' right': -3.2847962, ' "': -6.644913, 'Right': -6.7117352, ' Left': -7.8209405}
{' Right': -0.034495797, ' right': -3.4529145, 'Right': -6.8880854, ' "': -7.2722297, 'right': -8.311566}
{' Right': -0.03401863, ' right': -3.4878798, 'Right': -6.6135893, ' "': -7.1130495, 'right': -7.9848948}
{' Right': -0.039240673, ' right': -3.345221, 'Right': -6.532744, ' "': -6.77538, 'right': -7.950962}
{' Right': -0.045981456, ' right': -3.1652305, 'Right': -6.564824, ' "': -7.1778193, 'right': -7.8563943}
{' Right': -0.04544245, ' right': -3.202209, ' "': -6.4285355, 'Right': -6.5082664, 'right': -7.83658}
{' Right': -0.053352915, ' right': -3.0175726, ' "': -6.687966, 'Right': -6.742798, 'right': -7.9215093}
{' Left': -0.102944136, ' left': -2.3437145, 'left': -7.2659516, 'Left': -7.303917, ' "': -7.6648006}
{' Left': -0.14329897, ' left': -2.0417423, ' "': -6.448244, 'Left': -6.860447, 'left': -6.8753757}
{' Left': -0.15318985, ' left': -1.976966, 'left': -6.6774316, ' "': -6.7427106, 'Left': -6.8351183}
{' Left': -0.14302015, ' left': -2.0388138, ' "': -6.860406, 'left': -6.8790846, 'Left': -6.927699}
{' Left': -0.1676537, ' left': -1.9012713, ' "': -6.075193, 'Left': -6.61906, 'left': -6.6367564}
{' Left': -0.12447436, ' left': -2.1797054, ' "': -6.4365826, 'left': -6.747385, 'Left': -6.7534313}
{' Left': -0.14268793, ' left': -2.0469143, ' "': -6.411841, 'left': -6.8196335, 'Left': -6.8259797}
{' Left': -0.11782604, ' left': -2.2381759, ' "': -6.1605716, 'left': -6.7157855, 'Left': -6.7724204}
{' Right': -0.067904525, ' right': -3.3344963, ' Left': -3.710559, ' left': -5.8021455, 'Right': -6.7617764}
{' Right': -0.055943213, ' right': -3.0419545, ' Left': -5.5752296, 'Right': -6.9137783, ' "': -7.266484}
{' Right': -0.066212, ' right': -2.955872, ' Left': -4.8474483, 'Right': -6.58565, ' left': -6.6589904}
{' Right': -0.05854096, ' Left': -3.527796, ' right': -3.781113, ' left': -6.215798, ' "': -6.7049584}
{' Right': -0.042176977, ' right': -3.2989058, 'Right': -6.1572604, ' "': -6.9977546, 'right': -7.3852515}
{' Right': -0.047008857, ' right': -3.2611983, ' Left': -5.4645386, 'Right': -6.6634803, ' "': -6.959484}
{' Right': -0.05769181, ' right': -3.1702063, ' Left': -4.619467, ' left': -6.6241717, 'Right': -6.7039146}
{' Right': -0.054243885, ' right': -3.1491055, ' Left': -5.1334195, 'Right': -6.686323, ' "': -6.7502275}
{' Left': -0.068731874, ' left': -2.87876, ' Right': -4.893166, ' "': -6.8242254, 'left': -7.215395}
{' Left': -0.06740898, ' left': -2.8043911, ' "': -6.372178, ' Right': -6.8770704, 'Left': -6.9163904}
{' Left': -0.07428033, ' left': -2.7441354, ' Right': -5.381438, ' "': -6.8176804, 'left': -7.1993694}
{' Left': -0.042047855, ' left': -3.2737863, ' Right': -6.773358, 'Left': -7.13072, ' "': -7.206837}
{' Left': -0.06292141, ' left': -2.8567371, 'Left': -6.7276134, ' "': -6.7875032, 'left': -6.943071}
{' Left': -0.06772541, ' left': -2.789487, 'Left': -6.7092595, ' "': -6.7900395, 'left': -6.8577013}
{' Left': -0.11577901, ' left': -2.3476477, ' Right': -4.667939, ' "': -6.359919, 'left': -6.7676034}
{' Left': -0.09163531, ' left': -2.5057893, ' Right': -6.1334095, ' "': -6.5007405, 'left': -6.736902}
{' Right': -0.07217848, ' Left': -2.904608, ' right': -4.517782, ' left': -6.090269, ' "': -6.863924}
{' Right': -0.10056047, ' Left': -2.8403103, ' right': -3.563125, ' left': -5.266683, ' "': -5.8594675}
{' Right': -0.10373323, ' Left': -2.6459007, ' right': -3.9231796, ' left': -5.3707333, ' "': -6.0479336}
{' Right': -0.069370344, ' Left': -3.0454578, ' right': -4.2732334, ' "': -5.997665, ' left': -6.1179457}
{' Right': -0.0944876, ' Left': -2.9362786, ' right': -3.5497391, ' left': -5.41274, ' "': -5.9141684}
{' Right': -0.11786292, ' Left': -2.4787502, ' right': -3.9186423, ' left': -5.35993, ' "': -6.311285}
{' Right': -0.13507374, ' Left': -2.3279982, ' right': -3.9059992, ' left': -5.2800665, ' "': -5.9734983}
{' Right': -0.109693035, ' Left': -2.4967282, ' right': -4.2378383, ' left': -5.460069, ' "': -6.173312}
{' Left': -0.08604996, ' left': -2.5109632, ' "': -7.8390765, 'left': -7.858341, 'Left': -8.030291}
{' Left': -0.13713959, ' left': -2.0892, ' "': -6.205024, ' Right': -6.674573, 'left': -7.552388}
{' Left': -0.14355572, ' left': -2.0507402, ' Right': -5.885573, ' "': -6.798333, 'left': -7.3408804}
{' Left': -0.05996779, ' left': -2.9314048, ' Right': -5.971392, ' "': -6.532265, 'Left': -7.749605}
{' Left': -0.14699534, ' left': -2.020107, ' "': -6.0815163, 'left': -7.0725145, 'Left': -7.370697}
{' Left': -0.07778982, ' left': -2.6228852, ' "': -6.735321, 'Left': -7.671566, 'left': -7.7292175}
{' Left': -0.08845484, ' left': -2.5046344, ' "': -6.4457965, 'Left': -7.4938483, 'left': -7.522163}
{' Left': -0.08002127, ' left': -2.5964568, ' "': -6.551104, 'left': -7.9100075, 'Left': -7.921164}
{' Right': -0.14430375, ' Left': -2.1744704, ' right': -4.2350955, ' left': -5.312402, 'Right': -7.488622}
{' Right': -0.13284352, ' Left': -2.7193704, ' right': -3.0414393, ' left': -4.820759, ' "': -6.7957134}
{' Right': -0.11743262, ' Left': -2.6082964, ' right': -3.535197, ' left': -5.028655, 'Right': -7.3686895}
{' Right': -0.06319319, ' Left': -3.4702213, ' right': -3.637305, ' left': -6.1899443, 'Right': -7.224133}
{' Right': -0.11222586, ' right': -2.6846824, ' Left': -3.5751374, ' left': -5.1410575, ' "': -6.2839327}
{' Right': -0.07163095, ' Left': -3.3853264, ' right': -3.4881024, ' left': -5.787857, 'Right': -7.3646603}
{' Right': -0.21414556, ' Left': -1.9413984, ' right': -3.3794534, ' left': -4.372152, 'Right': -6.942791}
{' Right': -0.09312582, ' Left': -2.99858, ' right': -3.4379115, ' left': -5.297923, 'Right': -7.1810923}
{' Left': -0.05915518, ' left': -2.8975759, ' Right': -7.080685, ' "': -7.3249474, 'Left': -7.891377}
{' Left': -0.07828081, ' left': -2.6250641, ' "': -6.829459, ' Right': -7.1661806, 'left': -7.637689}
{' Left': -0.06583645, ' left': -2.7897897, ' Right': -7.172899, ' "': -7.49724, 'Left': -7.6672664}
{' Left': -0.063734934, ' left': -2.8702133, ' Right': -5.7394447, ' "': -6.96744, 'Left': -7.8185296}
{' Left': -0.11397244, ' left': -2.2600925, ' "': -6.310593, 'left': -7.5301213, ' Right': -7.6166363}
{' Left': -0.052436482, ' left': -3.0081592, ' "': -7.607459, 'Left': -7.652978, 'left': -7.9285154}
{' Left': -0.09523032, ' left': -2.434349, ' Right': -6.761486, 'left': -7.277336, ' "': -7.292942}
{' Left': -0.09456111, ' left': -2.4328828, ' Right': -7.0261707, ' "': -7.268972, 'left': -7.7375565}
{' Right': -0.025160244, ' right': -3.7771912, 'Right': -6.7960505, ' "': -7.6380916, 'right': -8.5703945}
{' Right': -0.044290345, ' right': -3.2518744, ' "': -6.080585, 'Right': -6.4821963, 'right': -8.109635}
{' Right': -0.043553125, ' right': -3.2262046, 'Right': -6.606219, ' "': -6.8812914, 'right': -8.136635}
{' Right': -0.028352777, ' right': -3.703634, ' "': -6.600343, 'Right': -6.6892295, ' Left': -8.094172}
{' Right': -0.13565429, ' right': -2.1136377, ' "': -5.6771903, 'Right': -6.4714427, 'right': -7.470113}
{' Right': -0.050849725, ' right': -3.0714183, 'Right': -6.468681, ' "': -6.867138, 'right': -7.9150615}
{' Right': -0.06319053, ' right': -2.8608265, ' "': -6.343586, 'Right': -6.477661, 'right': -7.8700485}
{' Right': -0.058048893, ' right': -2.9361598, ' "': -6.526321, 'Right': -6.6630306, 'right': -8.016371}
{' Left': -0.14197852, ' left': -2.0353692, ' "': -7.3036737, 'Left': -7.417104, 'left': -7.7247224}
{' Left': -0.23401172, ' left': -1.5871363, ' "': -5.9477797, 'Left': -7.1068277, 'left': -7.3140345}
{' Left': -0.28221223, ' left': -1.4217787, ' "': -5.83918, 'Left': -7.067684, 'left': -7.1108837}
{' Left': -0.19586447, ' left': -1.7434528, ' "': -6.5335317, 'Left': -7.161899, 'left': -7.267649}
{' Left': -0.32387933, ' left': -1.311806, ' "': -5.2139835, 'left': -6.871988, 'Left': -7.116943}
{' Left': -0.26865464, ' left': -1.4653481, ' "': -5.8308134, 'left': -7.091391, 'Left': -7.1509404}
{' Left': -0.2685178, ' left': -1.4597446, ' "': -6.3716955, 'Left': -7.172794, 'left': -7.2852435}
{' Left': -0.3040751, ' left': -1.3608702, ' "': -5.475034, 'left': -7.164032, 'Left': -7.204635}
{' Right': -0.030173011, ' right': -3.8419788, ' Left': -5.074473, 'Right': -7.059193, ' left': -7.5326924}
{' Right': -0.0387375, ' right': -3.4612055, ' Left': -5.5897856, 'Right': -6.674561, ' "': -7.247149}
{' Right': -0.0365084, ' right': -3.4873407, ' Left': -5.8503284, 'Right': -6.7254295, ' "': -7.54492}
{' Right': -0.04331844, ' right': -3.9347005, ' Left': -3.9449773, ' left': -6.6745896, ' "': -6.9030943}
{' Right': -0.06702489, ' right': -2.8883102, ' Left': -5.5826497, ' "': -6.128748, 'Right': -6.432953}
{' Right': -0.05436849, ' right': -3.1556275, ' Left': -5.0773897, 'Right': -6.605035, ' "': -6.6980886}
{' Right': -0.049941897, ' right': -3.5126894, ' Left': -4.1977596, ' left': -6.503446, 'Right': -6.885202}
{' Right': -0.046170074, ' right': -3.3746037, ' Left': -4.940724, 'Right': -6.719389, ' "': -6.7427187}
{' Left': -0.04581166, ' left': -3.1445434, ' "': -7.2886834, 'Left': -7.2937684, 'left': -8.080055}
{' Left': -0.058139667, ' left': -2.9186723, ' "': -6.6074405, 'Left': -7.1910396, 'left': -8.011071}
{' Left': -0.073109955, ' left': -2.6781628, 'Left': -7.216096, ' "': -7.311827, 'left': -7.8527994}
{' Left': -0.057540715, ' left': -2.9166791, ' "': -7.162172, 'Left': -7.3139205, 'left': -7.9861655}
{' Left': -0.16523434, ' left': -1.9090984, ' "': -6.1607704, 'Left': -6.8273606, 'left': -7.0806656}
{' Left': -0.10015283, ' left': -2.3756864, ' "': -6.9784384, 'Left': -7.0553446, 'left': -7.5661497}
{' Left': -0.08559034, ' left': -2.533575, ' "': -6.6365848, 'Left': -7.080709, 'left': -7.678177}
{' Left': -0.09951338, ' left': -2.392297, ' "': -6.255462, 'Left': -7.116756, 'left': -7.569993}
{' Right': -0.050059833, ' right': -3.0577633, 'Right': -6.956441, ' "': -7.7392454, 'right': -8.448607}
{' Right': -0.055366628, ' right': -2.9777355, 'Right': -6.7404423, ' Left': -7.4511127, ' "': -7.4884415}
{' Right': -0.073809735, ' right': -2.6743171, 'Right': -6.895772, ' "': -7.621352, 'right': -8.103503}
{' Right': -0.064988144, ' right': -2.8055792, 'Right': -6.858153, ' "': -7.5425687, ' Left': -7.955729}
{' Right': -0.1555216, ' right': -1.9619429, 'Right': -6.609501, ' "': -6.956293, 'right': -7.2776527}
{' Right': -0.16213416, ' right': -1.9201012, 'Right': -6.619329, ' "': -7.097316, 'right': -7.412536}
{' Right': -0.092426315, ' right': -2.4605198, 'Right': -6.5328655, ' "': -7.3111362, 'right': -7.728304}
{' Right': -0.092918, ' right': -2.44984, 'Right': -6.8943686, ' "': -7.158954, 'right': -8.004626}
{' Left': -0.22518215, ' left': -1.609736, 'Left': -7.2773066, 'left': -7.528166, ' "': -7.7257733}
{' Left': -0.25252977, ' left': -1.5143116, ' "': -6.6260896, 'Left': -6.831566, 'left': -7.179177}
{' Left': -0.36560765, ' left': -1.1933378, ' "': -6.843066, 'left': -6.9388213, 'Left': -6.9583774}
{' Left': -0.29259488, ' left': -1.3834858, ' "': -6.7255173, 'Left': -6.9659133, 'left': -7.144037}
{' Left': -0.54727745, ' left': -0.87423134, ' "': -6.321684, 'left': -6.4891715, 'Left': -6.993885}
{' Left': -0.5642906, ' left': -0.8483005, 'left': -6.6593437, ' "': -6.9445033, 'Left': -7.1333747}
{' Left': -0.2683856, ' left': -1.4596546, ' "': -6.7380624, 'Left': -6.868386, 'left': -7.121924}
{' Left': -0.38030717, ' left': -1.1616182, ' "': -6.54724, 'left': -6.912541, 'Left': -7.0177445}
{' Right': -0.04104937, ' right': -3.5420222, ' Left': -4.693826, ' left': -6.9626074, 'Right': -7.159671}
{' Right': -0.052466128, ' right': -3.2679183, ' Left': -4.636578, ' left': -6.5063577, 'Right': -6.8857427}
{' Right': -0.06383804, ' right': -2.9809828, ' Left': -4.8152494, ' left': -6.461001, 'Right': -7.05609}
{' Right': -0.064338185, ' right': -3.063045, ' Left': -4.4371142, ' left': -6.194904, 'Right': -6.9821177}
{' Right': -0.052032102, ' right': -3.1824546, ' Left': -5.154958, 'Right': -6.549733, ' left': -6.8828993}
{' Right': -0.06417967, ' right': -3.0186718, ' Left': -4.6242976, ' left': -6.255124, 'Right': -7.037343}
{' Right': -0.089401044, ' right': -2.9775636, ' Left': -3.5712183, ' left': -5.3886104, 'Right': -6.877269}
{' Right': -0.06467824, ' right': -2.9345932, ' Left': -5.0641747, ' left': -6.6466994, 'Right': -6.9052672}
{' Left': -0.06907403, ' left': -2.731677, 'Left': -7.006625, 'left': -7.906156, ' "': -8.106418}
{' Left': -0.07222333, ' left': -2.6914706, 'Left': -6.9648523, ' "': -7.548688, 'left': -7.9205313}
{' Left': -0.08725096, ' left': -2.5005772, 'Left': -7.0614867, 'left': -7.817151, ' "': -8.429488}
{' Left': -0.06919819, ' left': -2.7293983, 'Left': -7.060407, ' "': -7.9515567, 'left': -7.9938555}
{' Left': -0.1916066, ' left': -1.763033, 'Left': -6.645208, 'left': -6.993351, ' "': -7.469091}
{' Left': -0.11054738, ' left': -2.27424, 'Left': -6.9417734, 'left': -7.70193, ' "': -8.067338}
{' Left': -0.11199702, ' left': -2.2667363, 'Left': -6.927697, ' "': -7.2113905, 'left': -7.634393}
{' Left': -0.11642121, ' left': -2.2283595, 'Left': -6.9624085, ' "': -7.2702374, 'left': -7.64608}
{' Right': -0.20714386, ' Left': -1.8491516, ' right': -4.06843, ' left': -4.6618767, ' "': -6.466366}
{' Right': -0.70254266, ' Left': -0.8462118, ' left': -3.0680192, ' right': -3.7718897, ' "': -5.4524302}
{' Right': -0.6024047, ' Left': -0.87150687, ' left': -3.9104986, ' right': -4.724513, ' "': -5.4778357}
{' Right': -0.72863525, ' Left': -0.7498317, ' left': -3.5875697, ' right': -4.446428, ' "': -5.5220423}
{' Left': -0.48103476, ' Right': -1.2676501, ' left': -2.53577, ' right': -4.146253, ' "': -5.7571917}
{' Left': -0.5093606, ' Right': -1.0597794, ' left': -3.216794, ' right': -4.825763, ' "': -5.8382807}
{' Right': -0.71717876, ' Left': -0.8191742, ' left': -3.2325692, ' right': -3.9769328, ' "': -4.5288815}
{' Right': -0.6693628, ' Left': -0.91776067, ' left': -2.9162822, ' right': -3.5695074, ' "': -5.3986926}
{' Left': -0.32624304, ' Right': -1.8783079, ' left': -2.16442, ' right': -5.0510507, ' "': -5.936802}
{' Right': -0.14640836, ' right': -2.8142092, ' Left': -2.8624098, ' left': -4.3441143, ' "': -5.494646}
{' Right': -0.33387473, ' Left': -1.522151, ' left': -3.4831991, ' right': -3.5398245, ' "': -5.419242}
{' Right': -0.1731804, ' Left': -2.2946556, ' right': -3.247258, ' left': -4.298955, ' "': -5.501042}
{' Right': -0.27529997, ' Left': -1.9870768, ' right': -2.7654696, ' left': -3.391158, ' "': -5.3812127}
{' Right': -0.218744, ' Left': -2.294742, ' right': -2.7648234, ' left': -3.7259634, ' "': -5.0270877}
{' Right': -0.074393004, ' right': -3.2521613, ' Left': -3.7117696, ' left': -5.637686, ' "': -5.678808}
{' Left': -0.76938933, ' Right': -1.3160698, ' left': -1.5545342, ' right': -3.1508934, ' "': -4.443406}
{' Right': -0.42268994, ' Left': -1.1735349, ' left': -3.9653382, ' right': -4.2498403, 'Right': -6.943257}
{' Right': -0.30785656, ' Left': -1.6193113, ' right': -3.2399209, ' left': -3.741143, ' "': -6.268793}
{' Right': -0.32803, ' Left': -1.3467239, ' right': -4.7144146, ' left': -4.748066, 'Right': -7.02856}
{' Right': -0.28884855, ' Left': -1.4667392, ' right': -4.627636, ' left': -4.7781653, 'Right': -7.0495377}
{' Right': -0.22819312, ' Left': -1.7066172, ' right': -4.477428, ' left': -4.8152633, 'Right': -6.575119}
{' Right': -0.56966543, ' Left': -0.9368949, ' left': -3.632581, ' right': -4.3781333, ' "': -6.3720756}
{' Right': -0.50449723, ' Left': -1.0167443, ' left': -3.9855058, ' right': -4.400972, ' "': -6.315677}
{' Right': -0.3816915, ' Left': -1.3443799, ' left': -3.6034205, ' right': -3.6595461, ' "': -6.5311203}
{' Left': -0.4101193, ' Right': -1.4252388, ' left': -2.5448925, ' right': -4.5362787, ' "': -5.3211246}
{' Left': -0.4987006, ' Right': -1.5907532, ' left': -1.8550868, ' right': -3.816852, ' "': -4.87273}
{' Left': -0.47210273, ' Right': -1.2571522, ' left': -2.6593757, ' right': -4.3290076, ' "': -4.961633}
{' Right': -0.6808698, ' Left': -0.83961475, ' left': -3.3038538, ' right': -3.9816606, ' "': -5.345777}
{' Left': -0.1460125, ' Right': -2.7316828, ' left': -2.7574894, ' "': -5.908532, ' right': -6.0458345}
{' Left': -0.5218705, ' Right': -1.1011477, ' left': -2.9243343, ' right': -4.321221, ' "': -5.2702646}
{' Right': -0.1003163, ' Left': -3.1783075, ' right': -3.1972287, ' left': -5.184306, ' "': -5.2758174}
{' Left': -0.37292108, ' Right': -1.5172844, ' left': -2.6074429, ' right': -4.547052, ' "': -5.194977}
{' Left': -0.07870374, ' left': -2.835135, ' Right': -4.220383, 'Left': -7.1813893, ' "': -7.4883146}
{' Left': -0.07800122, ' left': -2.8541203, ' Right': -4.243469, ' "': -6.710928, 'Left': -7.038378}
{' Left': -0.061766244, ' left': -2.9231913, ' Right': -5.490988, 'Left': -7.133778, ' "': -7.339943}
{' Left': -0.06733355, ' left': -3.0049746, ' Right': -4.3851357, ' "': -6.6114783, 'Left': -7.011017}
{' Left': -0.13623914, ' left': -2.0997248, ' "': -6.4087033, ' Right': -6.6991854, 'Left': -6.8370886}
{' Left': -0.11037338, ' left': -2.313975, ' Right': -6.044789, ' "': -6.548671, 'Left': -6.947367}
{' Left': -0.0793961, ' left': -2.6705332, ' Right': -5.579188, ' "': -6.3450356, 'Left': -7.023806}
{' Left': -0.1493178, ' left': -2.0551863, ' Right': -5.1006856, ' "': -6.1326323, 'Left': -6.8762116}
{' Right': -0.0996693, ' right': -2.3791378, 'Right': -6.8097005, 'right': -7.6094193, ' "': -7.794951}
{' Right': -0.07741138, ' right': -2.6338327, 'Right': -6.5653205, ' "': -7.1749434, 'right': -7.748573}
{' Right': -0.07179782, ' right': -2.698892, 'Right': -6.847196, ' "': -7.4530573, 'right': -8.045827}
{' Right': -0.047689162, ' right': -3.107141, 'Right': -6.858021, ' "': -7.5598965, 'right': -8.360087}
{' Right': -0.09817915, ' right': -2.3991282, 'Right': -6.6440988, ' "': -7.0519047, 'right': -7.627289}
{' Right': -0.115461394, ' right': -2.2374268, 'Right': -6.7736626, ' "': -7.358179, 'right': -7.651388}
{' Right': -0.074190006, ' right': -2.6723955, 'Right': -6.7738028, ' "': -7.0981646, 'right': -7.8643374}
{' Right': -0.072465144, ' right': -2.692096, 'Right': -6.8840075, ' "': -7.254674, 'right': -7.8975306}
{' Left': -0.057454042, ' left': -2.9247618, 'Left': -6.9667783, ' Right': -7.301057, 'left': -7.8388352}
{' Left': -0.048096, ' left': -3.1156063, 'Left': -6.567173, ' "': -7.764305, 'left': -7.887232}
{' Left': -0.04796821, ' left': -3.115242, 'Left': -6.4951057, 'left': -7.792139, ' "': -7.958702}
