{'\n': -11.393823, ' ': -10.280131, ' Yes': -0.004631475, ' yes': -10.561475, 'Yes': -5.4026356}
{' No': -4.097596, ' ': -6.8520613, 'No': -6.066713, ' Yes': -0.056718417, 'Yes': -3.3898559}
{' No': -4.842941, ' ': -8.420733, 'No': -7.403447, ' Yes': -0.02283479, 'Yes': -4.3152366}
{' No': -0.01045803, '\n': -7.7125697, ' ': -6.6263804, 'No': -5.7996492, ' Yes': -5.2093945}
{' No': -0.07011036, '\n': -6.829651, ' ': -6.2103615, 'No': -3.3766477, ' Yes': -3.5145128}
{' No': -0.21865544, '\n': -4.06395, ' ': -4.622693, 'No': -2.8847396, ' Yes': -2.214957}
{' No': -0.008468161, '\n': -9.848488, ' ': -7.2622924, 'No': -4.9239116, ' Yes': -7.9369917}
{' No': -0.18768387, '\n': -4.6675887, ' ': -4.5877595, 'No': -2.0167968, ' Yes': -4.1281266}
{' No': -1.7673842, ' ': -6.284485, 'No': -5.0741067, ' Yes': -0.21115352, 'Yes': -4.8394017}
{' No': -0.14742638, ' ': -5.945648, 'No': -2.7541006, ' Yes': -2.7506692, ' no': -5.951956}
{' No': -0.2975537, ' ': -7.2387433, 'No': -2.5536017, ' Yes': -1.7556016, 'Yes': -5.298969}
{' No': -2.1579764, 'No': -4.0873203, ' Yes': -0.18505521, ' yes': -6.6623096, 'Yes': -3.3979244}
{' No': -0.05934402, ' ': -7.528707, 'No': -3.3904405, ' Yes': -3.7920346, 'Yes': -8.006541}
{' No': -2.448761, 'No': -3.1512814, ' Yes': -0.2369004, ' yes': -7.037718, 'Yes': -2.5363636}
{' No': -0.15783033, ' ': -7.616347, 'No': -2.083398, ' Yes': -3.9420803, 'Yes': -7.094162}
{' No': -0.02478117, ' ': -5.137486, 'No': -4.9741845, ' Yes': -5.237294, ' no': -5.2757916}
{' No': -0.8212627, ' ': -4.9919686, 'No': -3.6555786, ' Yes': -0.66630393, 'Yes': -4.5621815}
{' No': -1.1619203, '\n': -3.6190333, 'No': -2.958, ' Yes': -0.5925881, 'Yes': -3.3602464}
{' No': -0.03561863, '\n': -7.653816, ' ': -6.173846, 'No': -3.4779918, ' Yes': -6.8233767}
{' No': -0.31916133, '\n': -3.3931217, ' ': -4.453244, 'No': -1.7337637, ' Yes': -3.2235935}
{' No': -0.29466015, '\n': -4.728906, 'No': -3.2631648, ' Yes': -1.7206148, ' no': -4.4583755}
{' No': -0.036930107, '\n': -6.6988654, ' ': -6.2074986, 'No': -5.19261, ' Yes': -3.6051102}
{' No': -0.117834084, '\n': -5.307028, ' ': -5.6348853, 'No': -3.3997989, ' Yes': -2.6890774}
{' No': -0.57738894, '\n': -4.7426357, 'No': -3.528799, ' Yes': -0.9583837, 'Yes': -4.78644}
{' No': -0.016959105, '\n': -7.0097775, ' ': -5.854378, 'No': -4.3800764, ' Yes': -7.813817}
{' No': -0.2418178, '\n': -4.5715523, ' ': -4.8069005, 'No': -2.8211405, ' Yes': -2.032427}
{' No': -0.51765555, '\n': -4.743121, ' ': -5.165188, 'No': -3.6858816, ' Yes': -1.0297729}
{' No': -0.018899804, '\n': -9.188225, ' ': -9.13315, 'No': -4.088949, ' Yes': -6.392006}
{' No': -0.047458574, '\n': -9.810785, ' ': -7.6051846, 'No': -3.0870895, ' Yes': -10.016417}
{' No': -0.06339804, '\xa0': -9.793842, '\n': -7.889628, ' ': -7.242292, 'No': -2.8107736}
{' No': -0.014241508, ' ': -9.929231, 'No': -4.2655687, ' January': -12.14984, ' Yes': -10.935895}
{' No': -0.07269799, '\xa0': -9.830754, '\n': -6.9532347, ' ': -6.6251426, 'No': -2.6956723}
{' No': -0.06563365, '\n': -7.8392224, ' ': -7.459564, ' Absolutely': -9.816966, 'No': -2.778484}
{' No': -0.0038020976, '\n': -8.909211, ' ': -7.06436, 'No': -5.8954835, ' no': -10.623368}
{' No': -0.028299432, '\n': -7.368253, ' ': -6.666236, 'No': -3.655159, ' no': -10.032509}
{' No': -0.042022925, '\n': -5.474821, ' ': -5.7103825, 'No': -3.4042437, ' no': -9.137851}
{' No': -0.0044590896, '\n': -10.362922, ' ': -7.3382387, 'No': -5.592349, ' no': -10.610172}
{' No': -0.122913264, '\n': -5.4631624, ' ': -4.978515, 'No': -2.2658708, ' no': -8.1760235}
{' No': -0.039069783, '\n': -7.511722, ' ': -6.2431536, 'No': -3.3580468, ' no': -7.288327}
{' No': -0.07747624, '\n': -7.7099233, ' ': -6.566912, 'No': -2.6551435, ' no': -6.2799773}
{' No': -0.098772876, ' ': -7.460892, 'No': -2.3746135, 'no': -9.491741, ' no': -8.67481}
{' No': -0.14284521, '\xa0': -8.8882265, '\n': -8.282026, ' ': -6.6976314, 'No': -2.0317898}
{' No': -0.027827598, ' ': -7.9518228, 'No': -3.6182246, 'no': -10.323745, ' no': -9.070054}
{' No': -0.35564288, '\n': -7.6163807, ' ': -7.273625, 'No': -1.2121474, 'no': -8.70567}
{' No': -0.08257669, ' ': -8.240211, 'No': -2.5425584, 'no': -9.68782, ' no': -8.763823}
{' No': -0.020339815, '\n': -7.865206, ' ': -5.3966556, 'No': -5.197349, ' no': -4.66991}
{' No': -0.0362109, '\n': -7.477074, ' ': -6.0183907, 'No': -3.4630604, ' no': -6.8253584}
{' No': -0.09734522, '\n': -5.1881123, ' ': -5.21783, 'No': -2.5246923, ' no': -6.769474}
{' No': -0.01689042, '\n': -8.193366, ' ': -6.623759, 'No': -4.2469544, ' no': -7.204398}
{' No': -0.18812728, '\n': -4.205604, ' ': -4.9530797, 'No': -1.9398744, ' no': -5.482615}
{' No': -0.07878666, '\n': -5.526487, ' ': -5.6870403, 'No': -3.4444194, ' no': -3.3632123}
{' No': -0.0054418836, '\n': -7.2284656, ' ': -6.586847, 'No': -5.75519, ' no': -9.343845}
{' No': -0.031863797, '\n': -6.0371313, ' ': -6.202472, 'No': -3.6221669, ' no': -9.543527}
{' No': -0.035251804, '\n': -5.780005, ' ': -5.932638, 'No': -3.5550559, ' no': -9.393206}
{' No': -0.009714208, '\n': -7.9725094, ' ': -6.149387, 'No': -4.949463, ' no': -10.034464}
{' No': -0.04231047, '\n': -5.7033515, ' ': -5.7248797, 'No': -3.3665004, ' no': -8.954558}
{' No': -0.036030386, '\n': -5.5674596, ' ': -5.6376104, 'No': -3.6255653, ' no': -7.1101565}
{' No': -0.41332948, 'No': -4.4693785, ' April': -5.5705905, ' Yes': -1.1440481, 'Yes': -6.6514797}
{' No': -0.05577518, ' ': -7.859209, 'No': -2.9615748, ' April': -9.080779, ' Yes': -6.4207788}
{' No': -0.091094054, '\n': -8.234512, ' ': -7.120667, 'No': -2.492467, ' Yes': -5.8547883}
{' No': -0.01756031, ' ': -9.373613, 'No': -4.1242247, ' April': -9.016921, ' Yes': -7.098672}
{' No': -0.14784499, '\n': -5.961272, ' ': -5.958283, 'No': -2.1260667, ' Yes': -4.516333}
{' No': -0.13104212, ' ': -7.3553495, 'No': -2.647758, ' Yes': -3.0207112, 'Yes': -6.952238}
{' No': -0.00479311, '\n': -8.516566, ' ': -6.9112244, 'No': -5.6789103, ' no': -10.064562}
{' No': -0.03739896, '\n': -7.015962, ' ': -6.539615, 'No': -3.3867602, ' Yes': -8.442774}
{' No': -0.061135646, '\n': -5.10626, ' ': -5.4367614, 'No': -3.0309896, ' Yes': -8.698111}
{' No': -0.005818315, '\n': -10.352118, ' ': -7.4208584, 'No': -5.2786245, ' no': -10.61791}
{' No': -0.1561375, '\n': -4.6463156, ' ': -4.882845, 'No': -2.0696507, ' no': -7.8882184}
{' No': -0.035780348, ' ': -6.2719865, 'No': -3.4918962, ' April': -7.0179644, ' no': -7.309797}
{' No': -0.07512273, ' ': -6.6478744, 'No': -2.7164114, ' Yes': -7.3622365, ' no': -5.87523}
{' No': -0.10418493, ' ': -7.5718784, 'No': -2.3617876, ' Yes': -5.6373763, ' no': -8.816897}
{' No': -0.23193304, ' ': -6.671858, 'No': -2.1802971, ' Yes': -2.4509957, 'Yes': -5.3559556}
{' No': -0.031840537, ' ': -7.950371, 'No': -3.4952898, ' Yes': -8.127683, ' no': -8.671212}
{' No': -0.36008596, '\n': -7.6674614, ' ': -7.2190948, 'No': -1.2142215, ' Yes': -5.8464828}
{' No': -0.112546, ' ': -7.9095807, 'No': -2.2525854, ' Yes': -7.6247697, ' no': -8.415257}
{' No': -0.019045534, '\n': -7.534211, ' ': -5.2363553, 'No': -5.3019414, ' no': -4.8550134}
{' No': -0.043171864, '\n': -7.271559, ' ': -6.0761824, 'No': -3.2687747, ' no': -6.9108872}
{' No': -0.11725131, '\n': -4.772181, ' ': -5.0890718, 'No': -2.3705626, ' no': -6.3114023}
{' No': -0.025718149, '\n': -7.5028725, ' ': -6.4333277, 'No': -3.8067105, ' no': -7.0901537}
{' No': -0.23460326, '\n': -3.751531, ' ': -4.7657876, 'No': -1.7775776, ' no': -5.1584425}
{' No': -0.06638747, '\n': -5.4895287, ' ': -5.714227, 'No': -3.47472, ' no': -3.7455158}
{' No': -0.0055331616, '\n': -7.550052, ' ': -6.666887, 'No': -5.6756053, ' no': -9.053669}
{' No': -0.038938764, '\n': -5.9621277, ' ': -5.9554915, 'No': -3.4283412, ' Yes': -8.392115}
{' No': -0.05861471, '\n': -5.4862194, ' ': -5.5317817, 'No': -3.0526445, ' Yes': -6.9859505}
{' No': -0.015029965, '\n': -7.732666, ' ': -5.872223, 'No': -4.4702377, ' April': -9.347734}
{' No': -0.05730873, '\n': -5.3699956, ' ': -5.381216, 'No': -3.080212, ' no': -8.743963}
{' No': -0.047251154, '\n': -5.159695, ' ': -5.489142, 'No': -3.4678118, ' Yes': -5.8297234}
{'\n': -11.028973, ' ': -10.624057, ' Yes': -0.0041498425, ' yes': -10.21795, 'Yes': -5.512145}
{' No': -0.6088919, 'No': -3.7320282, ' April': -6.6433363, ' Yes': -0.8605838, 'Yes': -5.027269}
{' No': -1.2346317, ' ': -6.589808, 'No': -4.34591, ' Yes': -0.38599506, 'Yes': -4.288884}
{' No': -4.5623116, ' April': -7.8294334, ' Yes': -0.013435786, 'Yes': -6.1226487, ' Chron': -9.244816}
{' No': -3.63858, ' ': -6.593698, 'No': -6.0523095, ' Yes': -0.06449724, 'Yes': -3.479803}
{' No': -8.284904, ' ': -8.395361, ' Yes': -0.015492647, ' yes': -7.9516225, 'Yes': -4.259435}
{' No': -4.167791, ' ': -7.4460993, ' Yes': -0.017810443, ' yes': -8.524114, 'Yes': -6.7946253}
{' No': -4.872076, '\n': -7.1048923, ' ': -6.531588, ' Yes': -0.026356157, 'Yes': -4.186157}
{' No': -2.1389365, '\n': -4.1513476, ' ': -4.4395022, ' Yes': -0.19091567, 'Yes': -3.837545}
{' No': -0.006498527, ' ': -7.3361435, 'No': -5.500923, ' April': -9.571991, ' Yes': -6.459738}
{' No': -0.29245582, '\n': -4.3998327, ' ': -4.305071, 'No': -2.3571835, ' Yes': -2.11195}
{' No': -5.3195705, ' ': -6.587079, ' Yes': -0.023490913, ' yes': -6.0166264, 'Yes': -4.354763}
{' No': -3.7639563, 'No': -6.3169026, ' Yes': -0.06804896, ' yes': -4.5891037, 'Yes': -3.562241}
{' No': -0.23141004, ' ': -7.3322015, 'No': -2.8140457, ' Yes': -1.9623059, 'Yes': -5.328862}
{' No': -0.47774246, ' ': -6.2719383, 'No': -2.8570838, ' Yes': -1.190059, 'Yes': -4.262}
{' No': -0.033437893, ' ': -7.8399277, 'No': -3.6205657, ' Yes': -5.2373295, ' no': -9.04882}
{' No': -0.95454973, ' ': -6.5216007, 'No': -1.8498496, ' Yes': -0.9120463, 'Yes': -2.9616506}
{' No': -0.16416726, ' ': -7.3738103, 'No': -3.1250532, ' Yes': -2.2695234, 'Yes': -5.92202}
{' No': -3.3371406, ' ': -5.5458255, ' Yes': -0.09234394, ' yes': -3.1320395, 'Yes': -5.7257376}
{' No': -5.546851, ' ': -6.133895, ' Yes': -0.03635565, ' yes': -5.0053196, 'Yes': -3.8331711}
{' No': -4.4324093, '\n': -4.644354, ' Yes': -0.101124294, ' yes': -4.754868, 'Yes': -2.8864975}
{' No': -0.02678046, '\n': -7.1708417, ' ': -6.4183435, 'No': -4.1969824, ' Yes': -4.8081465}
{' No': -0.38343692, '\n': -3.010859, ' ': -4.2325935, 'No': -2.020583, ' Yes': -2.2836614}
{' No': -3.7432008, '\n': -5.019878, ' Yes': -0.17005207, ' yes': -2.2740026, 'Yes': -4.174886}
{' No': -4.879002, '\n': -7.384923, ' ': -7.1844015, ' Yes': -0.011671225, 'Yes': -6.22661}
{' No': -5.3834214, '\n': -6.358521, ' ': -6.6040444, ' Yes': -0.026787745, 'Yes': -4.027604}
{' No': -4.487572, '\n': -5.1272626, ' ': -5.2180886, ' Yes': -0.0439212, 'Yes': -3.9780774}
{' No': -0.025645312, '\n': -6.9079804, ' ': -5.882996, 'No': -5.1412606, ' Yes': -4.1817026}
{' No': -1.2178795, '\n': -4.544326, 'No': -4.2771583, ' Yes': -0.43950585, 'Yes': -3.7410002}
{' No': -5.0319924, '\n': -5.4202456, ' Yes': -0.032270797, ' yes': -5.6241503, 'Yes': -4.3493466}
{' ': -10.502346, ' Generally': -10.835793, ' Yes': -0.0034886256, ' yes': -10.484091, 'Yes': -5.691829}
{' No': -0.4128438, ' ': -7.082008, 'No': -3.229418, ' Yes': -1.2306024, 'Yes': -5.5144215}
{' No': -0.46175283, ' ': -6.2763925, 'No': -3.1419437, ' Yes': -1.1489401, 'Yes': -5.00657}
{' No': -0.7428022, 'No': -5.119324, ' January': -7.1831317, ' Yes': -0.6644978, 'Yes': -6.4885983}
{' No': -2.5525072, ' ': -6.408337, 'No': -4.515016, ' Yes': -0.1323089, 'Yes': -3.4562223}
{' No': -3.7893896, ' ': -8.161375, 'No': -6.2547197, ' Yes': -0.04052852, 'Yes': -4.273301}
{' No': -0.01683241, '\n': -7.6098304, ' ': -6.482801, 'No': -5.831518, ' Yes': -4.4599285}
{' No': -0.05829774, '\n': -6.8765917, ' ': -6.097974, 'No': -3.1778636, ' Yes': -4.48964}
{' No': -0.26315397, '\n': -3.8171985, ' ': -4.4488397, 'No': -2.7990253, ' Yes': -2.033904}
{' No': -0.009487812, '\n': -9.797751, ' ': -7.1044817, 'No': -4.7910733, ' Yes': -8.528974}
{' No': -0.26198763, '\n': -4.1758866, ' ': -4.284181, 'No': -1.8218383, ' Yes': -3.3800428}
{' No': -0.862154, ' ': -5.836406, 'No': -4.007986, ' Yes': -0.60428244, 'Yes': -5.0158443}
{' No': -0.11757983, ' ': -6.0001273, 'No': -2.6292603, ' Yes': -3.4565058, ' no': -6.2994957}
{' No': -0.15358314, ' ': -7.3709536, 'No': -2.6359305, ' Yes': -2.6929355, 'Yes': -6.336027}
{' No': -1.0833853, ' ': -6.5944285, 'No': -3.0044518, ' Yes': -0.53944004, 'Yes': -3.6652734}
{' No': -0.060694356, ' ': -7.473873, 'No': -3.2390122, ' Yes': -3.9996552, 'Yes': -8.0655155}
{' No': -0.8902919, ' ': -6.513717, 'No': -1.7133205, ' Yes': -1.0070121, 'Yes': -3.2019908}
{' No': -0.121387415, ' ': -7.7317524, 'No': -2.2722833, ' Yes': -4.621492, 'Yes': -7.824235}
{' No': -0.019893367, ' ': -5.207191, 'No': -4.9648128, ' Yes': -6.183945, ' no': -5.5429587}
{' No': -0.2739423, ' ': -4.982116, 'No': -2.973039, ' Yes': -1.7462075, 'Yes': -5.468171}
{' No': -0.4048911, '\n': -3.5564873, ' ': -4.0762053, 'No': -2.2838697, ' Yes': -1.7617522}
{' No': -0.03913108, '\n': -7.1413703, ' ': -5.9402823, 'No': -3.3960645, ' Yes': -6.9287753}
{' No': -0.36535516, '\n': -3.2636285, ' ': -4.3974824, 'No': -1.6584022, ' Yes': -2.9625332}
{' No': -0.12524825, '\n': -5.144421, 'No': -3.233095, ' Yes': -2.8592932, ' no': -4.965873}
{' No': -0.012818213, '\n': -6.707394, ' ': -6.280659, 'No': -5.2730985, ' Yes': -5.438504}
{' No': -0.05502606, '\n': -5.3840685, ' ': -5.7331743, 'No': -3.310937, ' Yes': -4.729722}
{' No': -0.51148206, '\n': -4.516594, ' ': -4.615423, 'No': -3.2928925, ' Yes': -1.100725}
{' No': -0.018034363, '\n': -7.075739, ' ': -5.7251167, 'No': -4.308676, ' Yes': -8.697063}
{' No': -0.2116823, '\n': -4.4488873, ' ': -4.703416, 'No': -2.9166098, ' Yes': -2.1979587}
{' No': -0.2822923, '\n': -4.743186, ' ': -5.156125, 'No': -3.650998, ' Yes': -1.6026697}
{' No': -0.031854566, '\n': -8.874389, ' ': -8.652292, 'No': -4.02568, ' Yes': -4.359941}
{' No': -0.054307885, '\n': -9.376062, ' ': -7.2618957, 'No': -2.9605615, ' Yes': -9.341896}
{' No': -0.054424062, '\xa0': -9.449542, '\n': -7.8504395, ' ': -7.195232, 'No': -2.964721}
{' No': -0.013852282, ' ': -9.784932, 'No': -4.2987437, ' January': -10.690949, ' Yes': -9.907748}
{' No': -0.08110333, '\xa0': -9.547704, '\n': -6.764872, ' ': -6.411954, 'No': -2.5949373}
{' No': -0.058840938, '\n': -7.667909, ' ': -7.2903776, ' Absolutely': -9.410958, 'No': -2.8932984}
{' No': -0.003637454, '\n': -8.754107, ' ': -6.9366813, 'No': -6.0161185, ' no': -10.637831}
{' No': -0.027987445, '\n': -7.0792527, ' ': -6.3279805, 'No': -3.6964388, ' no': -10.143151}
{' No': -0.049070638, '\xa0': -8.644318, '\n': -5.095642, ' ': -5.4112377, 'No': -3.3040967}
{' No': -0.005312263, '\n': -10.281497, ' ': -6.7778015, 'No': -5.501873, ' no': -10.65915}
{' No': -0.14041653, '\n': -5.134708, ' ': -4.7723927, 'No': -2.1565716, ' no': -8.303199}
{' No': -0.03561894, '\n': -7.4544654, ' ': -6.108316, 'No': -3.4680147, ' no': -7.3878646}
{' No': -0.06837645, '\n': -7.6666927, ' ': -6.3831744, 'No': -2.7861423, ' no': -6.3626156}
{' No': -0.090426564, ' ': -7.4313707, 'No': -2.4593039, 'no': -9.841652, ' no': -8.984768}
{' No': -0.14692608, '\xa0': -8.70516, '\n': -8.4961815, ' ': -6.880321, 'No': -2.0034018}
{' No': -0.02823352, '\xa0': -10.529228, ' ': -7.769163, 'No': -3.6056814, ' no': -9.222018}
{' No': -0.34970662, '\n': -7.6749783, ' ': -7.056927, 'No': -1.2269402, 'no': -8.862283}
{' No': -0.07428431, ' ': -8.021088, 'No': -2.6456592, 'no': -9.933069, ' no': -8.916603}
{' No': -0.020836124, '\n': -7.444088, ' ': -5.2019024, 'No': -5.366293, ' no': -4.6523824}
{' No': -0.042443484, '\n': -7.1562395, ' ': -5.73985, 'No': -3.3156006, ' no': -6.8353453}
{' No': -0.111181274, '\n': -4.87558, ' ': -5.1457424, 'No': -2.4075222, ' no': -6.798215}
{' No': -0.019277083, '\n': -7.698161, ' ': -6.243926, 'No': -4.1483684, ' no': -7.1547513}
{' No': -0.22501558, '\n': -3.6227808, ' ': -4.8146696, 'No': -1.8262024, ' no': -5.5636516}
{' No': -0.08067376, '\n': -5.4103274, ' ': -5.6395698, 'No': -3.4715025, ' no': -3.3077204}
{' No': -0.0063799275, '\n': -7.165153, ' ': -6.2827563, 'No': -5.647159, ' no': -9.237068}
{' No': -0.02978276, '\n': -5.923663, ' ': -6.0778413, 'No': -3.7243533, ' no': -9.582377}
{' No': -0.03517, '\n': -5.68039, ' ': -5.7201157, 'No': -3.5952687, ' no': -9.346873}
{' No': -0.01100044, '\n': -7.4690614, ' ': -5.841107, 'No': -4.913285, ' no': -10.117983}
{' No': -0.047081955, '\n': -5.0876856, ' ': -5.4158025, 'No': -3.35221, ' no': -9.1026125}
{' No': -0.03213015, '\n': -5.759419, ' ': -5.538819, 'No': -3.7653148, ' no': -7.2060685}
{' No': -0.09733214, ' May': -6.892257, ' Not': -7.0151954, 'No': -4.0230103, ' Yes': -2.6692886}
{' No': -0.065516606, ' Not': -8.160288, ' ': -7.118745, 'No': -2.7954206, ' Yes': -7.3760085}
{' No': -0.089069866, '\n': -8.022646, ' ': -6.576824, 'No': -2.4911616, ' Yes': -7.9789715}
{' No': -0.018768182, ' Not': -8.838549, ' ': -9.132815, 'No': -4.101444, ' Yes': -6.4872127}
{' No': -0.15932736, '\n': -6.2490296, ' ': -5.9757648, 'No': -2.138177, ' Yes': -3.8619297}
{' No': -0.11235156, '\n': -7.511517, ' ': -7.027928, 'No': -2.374614, ' Yes': -4.6130533}
{' No': -0.0049981996, ' May': -9.599442, '\n': -8.173867, ' ': -6.402007, 'No': -5.8819075}
{' No': -0.042095594, ' May': -8.6489, '\n': -6.4747324, ' ': -5.937842, 'No': -3.310118}
{' No': -0.059042685, '\xa0': -8.534165, '\n': -5.0578046, ' ': -5.1948285, 'No': -3.1060147}
{' No': -0.0061641224, ' May': -11.116112, '\n': -10.703236, ' ': -6.8913755, 'No': -5.286563}
{' No': -0.19307524, '\n': -4.483265, ' ': -4.553322, 'No': -1.8808727, ' no': -8.131306}
{' No': -0.04716068, '\n': -7.2227116, ' ': -5.917391, 'No': -3.1922736, ' no': -7.761587}
{' No': -0.09753602, '\n': -7.78545, ' ': -6.3575644, 'No': -2.437641, ' no': -6.2694144}
{' No': -0.1164478, ' ': -7.2479677, 'No': -2.2351573, ' Yes': -6.708701, ' It': -8.283255}
{' No': -0.15942131, ' ': -6.6053324, 'No': -2.031194, ' Yes': -4.3800707, 'Yes': -7.070444}
{' No': -0.039803766, ' ': -7.5123167, 'No': -3.274896, ' Yes': -8.175544, ' no': -9.1412945}
{' No': -0.50480753, '\n': -6.5466123, ' ': -6.6430426, 'No': -0.94222164, ' Yes': -6.49025}
{' No': -0.15910098, ' ': -7.5291533, 'No': -1.9249452, ' Yes': -8.296767, ' no': -9.147482}
{' No': -0.02087666, '\n': -7.3694944, ' ': -4.863093, 'No': -4.839892, ' no': -5.508017}
{' No': -0.048559863, '\n': -6.9561715, ' ': -5.3972974, 'No': -3.1968274, ' no': -7.230784}
{' No': -0.13778551, '\n': -4.7081313, ' ': -4.7619514, 'No': -2.2180886, ' no': -6.5191574}
{' No': -0.032808412, '\n': -7.3926578, ' ': -5.695219, 'No': -3.58901, ' no': -7.70583}
{' No': -0.23845173, '\n': -3.9959807, ' ': -4.7111325, 'No': -1.7188957, ' no': -5.5879064}
{' No': -0.053510237, '\n': -5.635799, ' ': -5.443961, 'No': -3.5069115, ' no': -4.3607345}
{' No': -0.005735285, '\n': -7.4117317, ' ': -6.5420985, 'No': -5.6711497, ' no': -9.567163}
{' No': -0.039301675, ' May': -9.037128, '\n': -5.736735, ' ': -5.6933594, 'No': -3.4585404}
{' No': -0.05715492, '\n': -5.248046, ' ': -5.1906924, 'No': -3.1270914, ' Yes': -8.286046}
{' No': -0.015678082, '\n': -7.7123175, ' ': -5.679895, 'No': -4.462339, ' no': -10.097665}
{' No': -0.05711857, '\n': -5.5356226, ' ': -5.2655945, 'No': -3.081138, ' no': -9.039573}
{' No': -0.04698599, '\n': -5.4067926, ' ': -5.2499895, 'No': -3.3852808, ' no': -7.275175}
{' No': -5.645456, ' May': -9.427712, 'No': -9.481896, ' Yes': -0.009938667, 'Yes': -5.1328783}
{' No': -0.04715793, ' Not': -7.8693995, ' ': -7.2138543, 'No': -3.1406064, ' Yes': -6.765967}
{' No': -0.04624361, '\n': -7.8944054, ' ': -6.956124, 'No': -3.1429098, ' Yes': -7.980039}
{' No': -0.027445922, ' May': -8.556083, ' Not': -7.9851856, 'No': -4.499755, ' Yes': -4.2164907}
{' No': -0.09502134, '\n': -6.3054743, ' ': -6.154389, 'No': -2.6944993, ' Yes': -4.051425}
{' No': -0.5173267, '\n': -6.857475, 'No': -3.5127585, ' Yes': -1.013964, 'Yes': -5.090073}
{' No': -0.005419229, '\n': -8.498363, ' ': -6.539284, 'No': -6.1936975, ' Yes': -6.4583364}
{' No': -0.03008173, '\n': -6.6548147, ' ': -6.212273, 'No': -3.6490831, ' Yes': -9.490346}
{' No': -0.044155777, '\xa0': -8.479252, '\n': -4.9991784, ' ': -5.3423543, 'No': -3.4749112}
{' No': -0.003221176, ' May': -11.273152, '\n': -10.772984, ' ': -7.5134745, 'No': -5.9488645}
{' No': -0.13752729, '\n': -5.000931, ' ': -4.6598263, 'No': -2.1976507, ' no': -8.132077}
{' No': -0.042231876, '\n': -6.7273226, ' ': -5.9312806, 'No': -3.3337202, ' no': -7.668439}
{' No': -0.08812371, ' ': -6.576187, 'No': -2.5327706, ' Yes': -7.095972, ' no': -6.6456122}
{' No': -0.10963363, ' ': -7.4665947, 'No': -2.2795422, ' Yes': -7.657425, ' no': -9.189883}
{' No': -0.116181634, '\n': -8.133661, ' ': -6.6809072, 'No': -2.2323277, ' Yes': -8.509455}
{' No': -0.032729145, ' ': -7.5828376, 'No': -3.470099, ' Yes': -8.125895, ' no': -9.430662}
{' No': -0.41494933, '\n': -6.877315, ' ': -6.6382256, 'No': -1.1072768, ' Yes': -5.3673134}
{' No': -0.096761204, '\n': -9.100992, ' ': -7.687803, 'No': -2.40871, ' Yes': -6.6303916}
{' No': -0.02279296, '\n': -7.242988, ' ': -5.1564655, 'No': -5.173415, ' no': -4.617998}
{' No': -0.047138184, '\n': -6.650703, ' ': -5.549131, 'No': -3.221592, ' no': -7.321058}
{' No': -0.10811113, '\n': -4.8188453, ' ': -4.7878823, 'No': -2.4818428, ' no': -6.443642}
{' No': -0.02024006, '\n': -7.6191344, ' ': -6.0639524, 'No': -4.1051264, ' no': -7.4173822}
{' No': -0.25559056, '\n': -3.6189384, ' ': -4.6478662, 'No': -1.7073841, ' no': -5.287574}
{' No': -0.06417159, '\n': -5.1635385, ' ': -5.5229917, 'No': -3.6344628, ' no': -3.7334409}
{' No': -0.0065590027, '\n': -6.9716635, ' ': -6.5668783, 'No': -5.965266, ' Yes': -6.5861945}
{' No': -0.03152488, '\n': -5.8354554, ' ': -6.0264883, 'No': -3.683361, ' Yes': -8.700582}
{' No': -0.03414758, '\n': -5.5987453, ' ': -5.476946, 'No': -3.692055, ' Yes': -8.037888}
{' No': -0.010060397, '\n': -7.5935845, ' ': -5.8110914, 'No': -5.056985, ' no': -10.227952}
{' No': -0.036109358, '\n': -5.9985027, ' ': -5.562901, 'No': -3.5502505, ' no': -8.8903}
{' No': -0.036265593, '\n': -5.621686, ' ': -5.406602, 'No': -3.6839418, ' Yes': -7.118209}
{'\n': -11.664965, ' ': -10.4258175, ' Yes': -0.0032728422, ' yes': -10.640352, 'Yes': -5.7497115}
{' No': -0.95894945, ' ': -7.5373907, 'No': -4.1201296, ' Yes': -0.5216859, 'Yes': -5.217723}
{' No': -0.3416386, ' ': -6.4630294, 'No': -2.9682007, ' Yes': -1.4692174, 'Yes': -5.2421703}
