{'actual_primer': True, 'actual_word': True, 'primer': 'left', 'question': 'right', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'associate', 'question': 'loose', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'seed', 'question': 'plant', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'lightning', 'question': 'plant', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'six', 'question': 'seven', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'fade', 'question': 'seven', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'bleach', 'question': 'white', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'launch', 'question': 'white', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'sandpaper', 'question': 'rough', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'slander', 'question': 'rough', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'ballet', 'question': 'dance', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'merit', 'question': 'dance', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'dressing', 'question': 'salad', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'car', 'question': 'salad', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'appearance', 'question': 'looks', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'floor', 'question': 'looks', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'grocery', 'question': 'store', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'english', 'question': 'store', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'shatter', 'question': 'break', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'yearly', 'question': 'break', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'components', 'question': 'parts', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'fox', 'question': 'parts', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'push', 'question': 'shove', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'kleenex', 'question': 'shove', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'pancakes', 'question': 'syrup', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'tortoise', 'question': 'syrup', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'teach', 'question': 'learn', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'chop', 'question': 'learn', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'major', 'question': 'minor', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'trail', 'question': 'minor', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'when', 'question': 'where', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'gross', 'question': 'where', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'bow', 'question': 'arrow', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'parade', 'question': 'arrow', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'link', 'question': 'chain', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'elements', 'question': 'chain', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'reef', 'question': 'coral', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'snob', 'question': 'coral', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'transplant', 'question': 'heart', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'hostage', 'question': 'heart', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'trot', 'question': 'horse', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': True, 'primer': 'eight', 'question': 'horse', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'left', 'question': 'right', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'liquid', 'question': 'right', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'pepperoni', 'question': 'pizza', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'dangerous', 'question': 'pizza', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'cobra', 'question': 'snake', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'chimpanzee', 'question': 'snake', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'giggle', 'question': 'laugh', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'vocabulary', 'question': 'laugh', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'king', 'question': 'queen', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'breakfast', 'question': 'queen', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'north', 'question': 'south', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'cigar', 'question': 'south', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'airport', 'question': 'plane', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'inhale', 'question': 'plane', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'lost', 'question': 'found', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'pedal', 'question': 'found', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'aunt', 'question': 'uncle', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'cereal', 'question': 'uncle', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'postage', 'question': 'stamp', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'drunk', 'question': 'stamp', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'nap', 'question': 'sleep', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'farmer', 'question': 'sleep', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'open', 'question': 'close', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'information', 'question': 'close', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'gums', 'question': 'teeth', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'invent', 'question': 'teeth', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'tall', 'question': 'short', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'nickel', 'question': 'short', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'intoxicated', 'question': 'drunk', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'diminish', 'question': 'drunk', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'plus', 'question': 'minus', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'ancestor', 'question': 'minus', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'globe', 'question': 'world', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'softball', 'question': 'world', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'blackboard', 'question': 'chalk', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'orchid', 'question': 'chalk', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'man', 'question': 'woman', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'grade', 'question': 'woman', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'celebration', 'question': 'party', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'parsley', 'question': 'party', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'white', 'question': 'black', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'selection', 'question': 'black', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'socks', 'question': 'shoes', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'friar', 'question': 'shoes', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'ghoul', 'question': 'ghost', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'otter', 'question': 'ghost', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'blouse', 'question': 'shirt', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'human', 'question': 'shirt', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'slacks', 'question': 'pants', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'spree', 'question': 'pants', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'bulletin', 'question': 'board', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'brittle', 'question': 'board', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'vacate', 'question': 'leave', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'trot', 'question': 'leave', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'here', 'question': 'there', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'security', 'question': 'there', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'escargot', 'question': 'snail', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'happiness', 'question': 'snail', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'groom', 'question': 'bride', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'belong', 'question': 'bride', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'toss', 'question': 'throw', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'knight', 'question': 'throw', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'men', 'question': 'women', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'suffocate', 'question': 'women', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'sprain', 'question': 'ankle', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'term', 'question': 'ankle', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'winner', 'question': 'loser', 'separator': ' ', 'separator_length': 5, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
