{' Right': -0.019237828, ' right': -3.9719508, 'Right': -9.226725, ' "': -9.861021, 'right': -10.116972}
{' Left': -0.100510575, ' left': -2.3635223, 'left': -6.964957, 'Left': -8.047089, ' Right': -8.846824}
{' Right': -0.08772118, ' right': -2.4861355, 'right': -7.659252, 'Right': -8.31374, ' "': -10.979572}
{' Left': -0.13113984, ' left': -2.1165295, ' Right': -6.85478, 'left': -6.918609, 'Left': -8.458321}
{' Right': -0.037625946, ' right': -3.8681219, 'Right': -4.3142447, 'right': -6.00761, ' Left': -9.23998}
{' Left': -0.22626765, ' left': -1.7552384, 'Left': -4.2337613, 'left': -4.2756906, ' Right': -6.940066}
{' Right': -0.12059765, ' right': -2.4026563, 'Right': -4.177143, 'right': -4.863477, ' ': -9.963403}
{' Left': -0.16400003, ' left': -2.070662, 'Left': -4.786976, ' Right': -4.806454, 'left': -4.932751}
{' Right': -0.11393977, ' right': -2.5908742, ' Left': -3.57848, ' left': -5.4160333, 'right': -8.417789}
{' Left': -0.4712683, ' Right': -1.1599736, ' left': -3.0391011, ' right': -4.263518, 'left': -8.631878}
{' Right': -0.07092079, ' right': -2.9825113, ' Left': -4.173677, ' left': -6.1481, 'right': -8.970026}
{' Left': -0.23456194, ' left': -2.1751804, ' Right': -2.4703941, ' right': -4.5700226, 'left': -7.7861266}
{' Left': -0.29837006, ' Right': -1.8849578, ' left': -2.3693502, ' right': -4.5526347, 'left': -6.5494833}
{' Left': -0.57888824, ' Right': -0.90265876, ' left': -3.7229733, ' right': -4.7167954, 'left': -7.961766}
{' Right': -0.28000388, ' Left': -1.6546701, ' right': -3.374698, ' left': -4.0339556, 'right': -7.8548765}
{' Left': -0.15430376, ' left': -2.581006, ' Right': -2.7750502, ' right': -5.661969, 'left': -6.838373}
{' Left': -0.4490038, ' Right': -1.3518015, ' left': -2.5043378, ' right': -3.9789793, 'left': -6.622637}
{' Left': -0.12700957, ' Right': -2.5064576, ' left': -3.3624833, ' right': -6.3159857, 'left': -7.3396044}
{' Left': -0.23424903, ' Right': -2.0567036, ' left': -2.616739, ' right': -5.084682, 'left': -6.8804035}
{' Right': -0.762532, ' Left': -0.8502815, ' left': -2.8118103, ' right': -3.135781, 'right': -6.7381325}
{' Right': -0.8119335, ' right': -1.3600712, ' Left': -1.8076248, ' left': -2.0090847, 'right': -7.4498672}
{' Right': -0.66933715, ' right': -1.4536486, ' Left': -1.8007629, ' left': -2.4293642, 'right': -7.6917844}
{' right': -0.72134984, ' Right': -0.7412683, ' left': -3.846735, ' Left': -4.2287083, 'right': -6.943058}
{' Left': -0.5972839, ' left': -0.885511, ' Right': -3.788862, ' right': -4.319532, 'left': -6.958831}
{' Left': -0.20326117, ' left': -2.026854, ' Right': -3.0973842, 'left': -5.8115315, ' right': -5.9226894}
{' Left': -0.29020146, ' Right': -1.7046531, ' left': -2.7970946, ' right': -5.310335, 'left': -6.229662}
{' Left': -0.14375415, ' left': -2.2287607, ' Right': -3.9127321, 'left': -5.5771704, 'Left': -6.4894013}
{' Left': -0.58513975, ' Right': -0.99226147, ' left': -2.9301445, ' right': -4.1734595, 'left': -6.5958366}
{' Left': -0.19025238, ' Right': -2.2058964, ' left': -2.8361075, ' right': -5.5417976, 'left': -8.026106}
{' Left': -0.64396495, ' Right': -0.7919981, ' left': -4.179474, ' right': -5.076811, 'left': -9.135225}
{' Right': -0.10844323, ' Left': -2.680953, ' right': -3.5984583, ' left': -5.0548673, 'Right': -8.4306345}
{' Left': -0.058492355, ' left': -3.0963454, ' Right': -4.5254264, ' right': -7.780577, 'left': -8.359321}
{' Right': -0.30144578, ' Left': -2.2159145, ' right': -2.3317974, ' left': -3.6706185, 'right': -4.3229933}
{' Right': -0.19757038, ' right': -2.4354835, ' Left': -2.7985833, 'Right': -4.563808, ' left': -4.609905}
{' Right': -0.19774505, ' right': -2.172301, ' Left': -3.3701463, 'right': -4.408217, 'Right': -4.5278597}
{' Left': -0.49243608, ' left': -1.7345377, ' Right': -1.8199258, ' right': -3.4610221, 'left': -4.902659}
{' Right': -0.036443118, ' right': -3.3360798, 'Right': -8.821021, 'right': -10.09475, ' RIGHT': -11.274544}
{' Left': -0.29104355, ' left': -1.3794931, 'left': -7.4433165, 'Left': -8.422889, ' "': -12.581015}
{' Right': -0.20846695, ' right': -1.6717906, 'right': -8.766637, 'Right': -9.24203, ' RIGHT': -12.184462}
{' Left': -0.24687803, ' left': -1.5219787, 'left': -8.068758, 'Left': -8.735022, ' "': -11.777518}
{' Right': -0.04534072, ' right': -3.1327906, 'Right': -7.5638094, 'right': -8.671744, ' RIGHT': -10.832368}
{' Left': -0.19561972, ' left': -1.7389774, 'left': -6.609163, 'Left': -7.389671, ' ': -12.286029}
{' Right': -0.20700477, ' right': -1.6822721, 'right': -7.422073, 'Right': -7.8125014, ' ': -11.066996}
{' Left': -0.29066113, ' left': -1.3838294, 'left': -6.8018374, 'Left': -7.7557774, ' "': -9.6567}
{' Right': -0.044714477, ' right': -3.1611252, 'Right': -7.0142193, 'right': -7.94304, ' "': -10.168304}
{' Left': -0.25930718, ' left': -1.488618, 'left': -6.2744055, 'Left': -7.1019983, ' "': -11.49792}
{' Right': -0.19363956, ' right': -1.7491472, 'right': -6.763542, 'Right': -7.009256, ' ': -10.365881}
{' Left': -0.22275788, ' left': -1.623818, 'left': -6.5453744, 'Left': -6.8875256, ' "': -9.702913}
{' right': -0.41175503, ' Right': -1.088967, 'right': -7.507787, 'Right': -8.173792, ' "': -9.738085}
{' left': -0.15165047, ' Left': -1.9685906, 'left': -7.0247335, 'Left': -8.791902, ' "': -11.872707}
{' right': -0.17461601, ' Right': -1.8368932, 'right': -7.16214, 'Right': -9.107997, ' ': -11.380267}
{' left': -0.168882, ' Left': -1.8701854, 'left': -6.8744006, 'Left': -8.710277, ' "': -9.569001}
{' Right': -0.13613458, ' right': -2.0859885, 'Right': -6.1404395, 'right': -7.13787, ' "': -9.75342}
{' Left': -0.51256037, ' left': -0.92860276, 'left': -5.550198, 'Left': -6.220225, ' ': -10.554024}
{' Right': -0.3606791, ' right': -1.2034163, 'right': -6.6632547, 'Right': -6.6706915, ' ': -9.758536}
{' Left': -0.44273266, ' left': -1.0428494, 'left': -5.84693, 'Left': -6.0836897, ' "': -9.882697}
{' Right': -0.033819523, ' right': -3.42239, 'Right': -7.787628, 'right': -8.865368, ' RIGHT': -10.338478}
{' Left': -0.12161167, ' left': -2.176097, 'left': -7.381846, 'Left': -7.87126, '\n': -11.83186}
{' Right': -0.16027193, ' right': -1.9161161, 'right': -7.6387644, 'Right': -7.9703856, ' ': -10.076863}
{' Left': -0.15361732, ' left': -1.9594282, 'left': -7.0450697, 'Left': -7.650968, ' "': -9.994271}
{' Right': -0.2792515, ' right': -1.5431199, 'Right': -4.0748177, 'right': -4.359314, ' RIGHT': -9.592952}
{' Left': -0.7133664, ' left': -0.74587905, 'left': -3.8551776, 'Left': -4.236159, ' ': -10.11214}
{' Right': -0.5045514, ' right': -1.0664773, 'right': -3.6128674, 'Right': -3.69298, ' ': -9.316496}
{' left': -0.68081707, ' Left': -0.7630849, 'left': -4.2029305, 'Left': -4.3777313, ' ': -9.860651}
{' Right': -0.061613012, ' right': -2.826898, 'Right': -8.030858, 'right': -8.526086, ' Left': -11.083295}
{' Left': -0.33495584, ' left': -1.3549373, ' Right': -3.8138778, ' right': -5.8884754, 'left': -6.8399587}
{' Right': -0.06851017, ' right': -2.7198925, 'Right': -8.481321, 'right': -9.548931, ' RIGHT': -10.522794}
{' Left': -0.2750497, ' left': -1.4288028, 'left': -7.550911, 'Left': -7.9867725, ' Right': -12.872997}
{' Right': -0.048380673, ' right': -3.0808113, 'Right': -7.099551, 'right': -7.683774, ' RIGHT': -11.572317}
{' Left': -0.3126455, ' left': -1.3343147, 'left': -5.99164, 'Left': -6.45937, ' Right': -6.949467}
{' Right': -0.035768487, ' right': -3.3705215, 'Right': -7.4910026, 'right': -8.8823595, ' RIGHT': -10.309713}
{' Left': -0.079242915, ' left': -2.5912955, 'Left': -7.3669257, 'left': -7.377788, ' "': -12.962169}
{' Right': -0.052083276, ' right': -3.0191565, 'Right': -6.6830487, 'right': -7.420495, ' RIGHT': -10.628114}
{' Left': -0.29018593, ' left': -1.40489, 'left': -5.7285933, 'Left': -5.9707813, ' Right': -7.4852004}
{' Right': -0.039007615, ' right': -3.301308, 'Right': -6.9193344, 'right': -8.134996, ' RIGHT': -9.655491}
{' Left': -0.18686399, ' left': -1.787404, 'left': -6.3652086, 'Left': -6.6452456, ' "': -11.230799}
{' Right': -0.66493994, ' right': -0.72682965, 'right': -6.531975, 'Right': -7.300665, ' ': -10.099894}
{' left': -0.40266255, ' Left': -1.1420006, ' right': -5.2944245, ' Right': -5.467858, 'left': -6.1155324}
{' right': -0.5673911, ' Right': -0.8401057, 'right': -7.2892423, 'Right': -7.6301446, ' RIGHT': -9.631462}
{' left': -0.40146416, ' Left': -1.1110265, 'left': -6.8448524, 'Left': -7.907135, ' ': -12.642269}
{' Right': -0.12295721, ' right': -2.1966705, 'Right': -5.808807, 'right': -6.5491977, ' ': -9.982901}
{' Left': -0.43935063, ' left': -1.0675969, 'left': -5.1613636, 'Left': -5.1779747, ' Right': -8.251839}
{' Right': -0.105673425, ' right': -2.3411336, 'Right': -5.827372, 'right': -7.083197, ' RIGHT': -8.926378}
{' Left': -0.33138743, ' left': -1.2868469, 'Left': -5.815483, 'left': -5.8331685, ' ': -11.257472}
{' Right': -0.028125497, ' right': -3.6061034, 'Right': -7.867088, 'right': -8.681399, ' RIGHT': -11.6316595}
{' Left': -0.14430512, ' left': -2.0242624, 'left': -6.8513556, 'Left': -6.989844, ' Right': -8.194465}
{' Right': -0.03362046, ' right': -3.4294066, 'Right': -7.8294234, 'right': -8.924853, ' RIGHT': -9.797614}
{' Left': -0.057349123, ' left': -2.8978353, 'Left': -8.121886, 'left': -8.161276, ' "': -12.030549}
{' Right': -0.18172929, ' right': -2.150727, 'Right': -3.296666, 'right': -4.3730555, ' ': -8.98193}
{' Left': -0.5202992, ' left': -0.99637157, 'Left': -3.7724924, 'left': -4.314986, ' ': -9.863678}
{' Right': -0.37135792, ' right': -1.3139982, 'Right': -3.7228286, 'right': -4.078095, ' ': -8.721615}
{' left': -0.6175134, ' Left': -0.8835713, 'left': -3.6263463, 'Left': -3.876432, ' ': -9.795382}
{' left': -1.1141018, ' Right': -1.387896, ' right': -1.4654601, ' Left': -1.695704, 'left': -5.541266}
{' left': -1.0946014, ' Left': -1.4091175, ' Right': -1.5164804, ' right': -1.6299523, 'left': -5.884993}
{' Right': -0.90317917, ' right': -0.9599954, ' left': -2.2347221, ' Left': -2.2877293, 'right': -6.160793}
{' Right': -1.1265795, ' right': -1.1511824, ' left': -1.4180071, ' Left': -2.1918929, 'right': -6.0718036}
{' left': -0.87592727, ' right': -1.2075179, ' Right': -2.000538, ' Left': -2.1274152, 'left': -4.2865334}
{' Left': -0.6650132, ' left': -0.7956763, ' Right': -4.297408, 'left': -4.4141035, ' right': -5.0516133}
{' Left': -0.7611587, ' left': -0.8275688, ' Right': -3.0670574, ' right': -3.299666, 'left': -4.7531705}
{' left': -1.2489115, ' right': -1.2804629, ' Right': -1.347922, ' Left': -1.8660475, 'right': -4.973635}
{' left': -0.41406217, ' Left': -1.7818848, ' right': -2.296644, ' Right': -3.1097658, 'left': -4.1675353}
{' Left': -0.5673432, ' left': -1.0985857, ' Right': -2.7372668, ' right': -3.8412192, 'left': -4.7300243}
{' left': -0.6301653, ' Left': -0.8839133, ' right': -3.7675114, ' Right': -3.8745654, 'left': -4.92066}
{' left': -1.0077989, ' right': -1.2002791, ' Right': -1.69091, ' Left': -2.1335466, 'right': -4.590595}
{' right': -0.8302692, ' left': -0.91092527, ' Right': -2.336783, ' Left': -2.9156384, 'right': -5.1902966}
{' left': -0.2952652, ' right': -2.181049, ' Left': -2.191446, ' Right': -3.7679324, 'left': -5.184696}
{' left': -0.49086657, ' right': -1.5466546, ' Left': -2.0656822, ' Right': -3.1793866, 'left': -5.562699}
{' right': -0.7717376, ' left': -1.2291788, ' Right': -1.778007, ' Left': -2.6609797, 'right': -5.8806963}
{' left': -0.9496819, ' Left': -0.9642579, ' Right': -2.0642698, ' right': -2.6411684, 'left': -4.0035777}
{' Left': -0.5641717, ' left': -0.9097165, 'left': -4.1698747, ' Right': -5.186469, 'Left': -5.322236}
{' Left': -0.43910724, ' left': -1.155433, ' Right': -3.9585087, 'left': -4.552161, ' right': -5.288171}
{' left': -0.71470046, ' Left': -0.777395, 'left': -3.9666553, ' Right': -4.16954, ' right': -4.8431525}
{' left': -0.6485734, ' Left': -1.5788178, ' right': -2.0177958, ' Right': -2.09088, 'left': -4.8051014}
{' left': -0.5553698, ' Left': -0.90470636, 'left': -4.5901294, ' Right': -5.1343603, ' right': -5.546954}
{' Left': -0.619125, ' left': -0.7905518, 'left': -5.2939086, ' Right': -6.841661, 'Left': -6.9849353}
{' Right': -0.83480245, ' right': -1.4397866, ' left': -1.75757, ' Left': -1.9292773, ' "': -5.409641}
{' Right': -0.5060624, ' right': -1.4985837, ' Left': -2.4980152, ' left': -3.0281668, 'Right': -3.9606502}
{' Left': -0.7728478, ' left': -0.97627044, ' Right': -2.5794408, ' right': -3.105867, 'left': -3.917041}
{' left': -0.96319246, ' Left': -1.19554, ' Right': -2.0142236, ' right': -2.1072583, 'left': -3.7173254}
{' Right': -0.6514625, ' right': -0.92478377, 'right': -3.483904, 'Right': -3.8723772, ' left': -4.1805706}
{' left': -0.58050156, ' Left': -0.824957, 'left': -6.284042, 'Left': -8.271959, ' "': -12.86231}
{' Right': -0.12604576, ' right': -2.1376975, 'Right': -8.201189, 'right': -8.580216, ' RIGHT': -10.91522}
{' Left': -0.5256045, ' left': -0.8975261, 'left': -6.957077, 'Left': -8.250391, ' Right': -12.081615}
{' Right': -0.53600675, ' right': -0.8816108, 'right': -7.4769816, 'Right': -8.432179, ' RIGHT': -11.389535}
{' Left': -0.27319223, ' left': -1.4422596, 'left': -6.144652, 'Left': -7.5918145, ' ': -12.189166}
{' Right': -0.027693087, ' right': -3.6313457, 'Right': -7.4221897, 'right': -8.629915, ' RIGHT': -10.906599}
{' Left': -0.42619115, ' left': -1.0671672, 'left': -6.0428023, 'Left': -7.3822412, ' ': -11.209632}
{' Right': -0.1628066, ' right': -1.902503, 'right': -7.479695, 'Right': -7.7073007, ' ': -10.6692915}
{' Left': -0.2968022, ' left': -1.3725619, 'left': -5.9800806, 'Left': -7.1332335, ' ': -11.080203}
{' Right': -0.0316911, ' right': -3.5051427, 'Right': -7.13521, 'right': -8.18803, ' ': -10.46129}
{' Left': -0.28405407, ' left': -1.4114954, 'left': -6.1121316, 'Left': -6.7012944, ' ': -10.4507065}
{' Right': -0.121899806, ' right': -2.178262, 'Right': -7.1612563, 'right': -7.269212, ' ': -10.418298}
{' left': -0.25877017, ' Left': -1.4867346, 'left': -6.3796825, 'Left': -8.602402, ' ': -12.806726}
{' Right': -0.58091676, ' right': -0.822206, 'right': -7.3136225, 'Right': -7.828414, ' RIGHT': -10.348918}
{' left': -0.18494657, ' Left': -1.7883286, 'left': -6.569809, 'Left': -8.597754, ' ': -11.136469}
{' right': -0.12423886, ' Right': -2.157499, 'right': -6.862621, 'Right': -9.067268, ' ': -10.449203}
{' left': -0.5804361, ' Left': -0.8382505, 'left': -5.0808687, 'Left': -6.413451, ' ': -11.007081}
{' Right': -0.16900557, ' right': -1.8872175, 'Right': -5.9787545, 'right': -6.660205, ' ': -9.251569}
{' Left': -0.6140344, ' left': -0.7972772, 'left': -5.213779, 'Left': -5.8874373, ' ': -10.10655}
{' Right': -0.38701668, ' right': -1.1471925, 'right': -6.362328, 'Right': -6.4483643, ' ': -9.817902}
{' Left': -0.1423932, ' left': -2.0296097, 'left': -6.9654636, 'Left': -7.8894672, ' ': -11.719111}
{' Right': -0.016110552, ' right': -4.1641207, 'Right': -8.149669, 'right': -9.287833, ' "': -10.888496}
{' Left': -0.23231593, ' left': -1.582385, 'left': -6.644095, 'Left': -7.631808, ' ': -10.661636}
{' Right': -0.051889643, ' right': -2.9952047, 'right': -8.313786, 'Right': -8.385517, ' ': -9.920403}
{' left': -0.66682667, ' Left': -0.7663942, 'left': -4.1029325, 'Left': -5.2553983, ' ': -9.076191}
{' Right': -0.10423495, ' right': -2.417721, 'Right': -5.0610847, 'right': -5.692497, ' ': -9.293533}
{' left': -0.6522773, ' Left': -0.7721465, 'left': -4.4822145, 'Left': -5.1776357, ' ': -9.360958}
{' Right': -0.3879981, ' right': -1.207132, 'right': -4.4285216, 'Right': -4.565639, ' ': -8.74878}
{' Left': -0.2987201, ' left': -1.3596007, 'left': -7.517336, ' Right': -7.777041, 'Left': -7.8616834}
{' Right': -0.029772507, ' right': -3.5405223, 'Right': -8.45613, 'right': -9.40614, ' RIGHT': -10.743997}
{' Left': -0.07576445, ' left': -2.625134, 'Left': -8.211975, 'left': -8.348923, ' Right': -10.599646}
{' Right': -0.013039808, ' right': -4.390731, 'Right': -8.162723, ' Left': -8.922046, 'right': -9.738311}
{' Left': -0.12222164, ' left': -2.1822135, 'Left': -6.7963142, 'left': -6.830097, ' Right': -9.97533}
{' Right': -0.035031714, ' right': -3.4005845, 'Right': -7.2280803, 'right': -8.0356, ' RIGHT': -11.361133}
{' Left': -0.05559332, ' left': -2.9367366, 'Left': -7.456402, 'left': -7.7061343, ' ': -12.185135}
{' Right': -0.015929881, ' right': -4.248178, 'Right': -6.821536, 'right': -8.349832, ' Left': -9.549813}
{' Left': -0.2566894, ' left': -1.5032429, 'left': -6.106973, 'Left': -6.433878, ' Right': -9.290689}
{' Right': -0.046562776, ' right': -3.1276686, 'Right': -6.8043203, 'right': -7.5826735, ' RIGHT': -10.34824}
{' Left': -0.048834905, ' left': -3.0768688, 'Left': -6.9948716, 'left': -7.4057684, ' Right': -10.984675}
{' Right': -0.013402136, ' right': -4.487649, 'Right': -6.503722, 'right': -8.193997, ' "': -8.90655}
{' left': -0.63131577, ' Left': -0.76661545, 'left': -6.600966, ' Right': -7.1067357, ' right': -7.2057824}
{' Right': -0.62256014, ' right': -0.77258843, 'right': -6.9179773, 'Right': -7.4817266, ' RIGHT': -10.607238}
{' Left': -0.4248794, ' left': -1.0655444, 'left': -6.9527035, 'Left': -7.3553166, ' Right': -11.9091625}
{' Right': -0.2340237, ' right': -1.5810086, 'right': -6.678575, 'Right': -6.7065916, ' Left': -9.062894}
{' Left': -0.41561458, ' left': -1.0992637, 'left': -5.621043, 'Left': -5.726547, ' ': -10.552409}
{' Right': -0.051851913, ' right': -3.0484796, 'Right': -6.1719193, 'right': -6.9952493, ' ': -9.84573}
{' Left': -0.0952591, ' left': -2.4385016, 'Left': -6.057539, 'left': -6.717407, ' ': -11.227728}
{' Right': -0.037251394, ' right': -3.454297, 'Right': -5.610341, 'right': -6.993211, ' RIGHT': -8.846393}
{' Left': -0.12585202, ' left': -2.1480708, 'left': -7.124669, 'Left': -7.380208, ' Right': -9.257392}
{' Right': -0.025310744, ' right': -3.7206306, 'Right': -7.5665455, 'right': -8.488338, ' RIGHT': -10.795094}
{' Left': -0.022906205, ' left': -3.81067, 'Left': -8.086318, 'left': -8.557188, ' Right': -12.092977}
{' Right': -0.010349138, ' right': -4.6754813, 'Right': -7.3974676, 'right': -8.784807, ' RIGHT': -9.421761}
{' Left': -0.18969674, ' left': -1.8685793, 'Left': -4.505044, 'left': -5.2324233, ' Right': -6.405511}
{' Right': -0.15044084, ' right': -2.2527833, 'Right': -3.8777795, 'right': -4.291718, ' ': -9.225412}
{' Left': -0.2310136, ' left': -1.7070516, 'Left': -4.129037, 'left': -4.7570243, ' ': -9.3519}
{' Right': -0.17182909, ' right': -2.1898172, 'Right': -3.619379, 'right': -4.071691, ' Left': -6.773365}
{' left': -0.3587914, ' Left': -1.2517225, ' right': -4.8225455, ' Right': -5.1855564, 'left': -6.5068603}
{' left': -0.62949854, ' Left': -1.0988189, ' Right': -2.6067917, ' right': -2.8393793, 'left': -6.7522173}
{' left': -1.0519259, ' Right': -1.3281977, ' Left': -1.3352396, ' right': -2.1094363, 'left': -7.119945}
{' left': -0.5588165, ' Left': -0.8746276, ' Right': -5.2683077, ' right': -5.371351, 'left': -6.847047}
{' Left': -0.4394008, ' left': -1.0546314, 'left': -5.182273, 'Left': -7.017138, ' Right': -7.4602666}
{' Right': -0.5142114, ' Left': -1.742746, ' right': -1.9894637, ' left': -2.4550343, 'right': -6.630695}
{' Right': -0.69877684, ' Left': -1.151833, ' left': -2.223782, ' right': -2.5956979, 'left': -6.4168777}
{' Left': -0.47606486, ' left': -1.5469706, ' Right': -2.0159934, ' right': -3.539938, 'left': -5.99786}
{' Left': -0.38701037, ' left': -1.1652391, 'left': -5.520221, ' Right': -5.6673884, 'Left': -7.148782}
{' Left': -0.7086759, ' Right': -1.2756066, ' left': -1.7139877, ' right': -3.1604044, 'left': -5.8197637}
{' Left': -0.6833279, ' Right': -1.2640334, ' left': -1.7646096, ' right': -3.3596756, 'left': -5.69522}
