{'\n': -9.868756, ' ': -9.318076, ' Yes': -0.0024784687, ' yes': -8.480762, 'Yes': -6.177218}
{' No': -8.337964, ' ': -8.263293, ' Yes': -0.011470733, ' yes': -7.8568683, 'Yes': -4.5828166}
{' No': -10.672289, ' ': -10.427874, ' Yes': -0.0009114852, ' yes': -9.574122, 'Yes': -7.194711}
{' No': -8.615502, ' ': -7.656809, ' Yes': -0.008731125, ' yes': -8.447224, 'Yes': -4.891515}
{'\n': -9.410742, ' ': -8.298193, ' Yes': -0.010696393, ' yes': -6.9407096, 'Yes': -4.6969414}
{'\n': -9.498233, ' ': -7.605659, ' Yes': -0.002305559, ' yes': -7.533872, 'Yes': -6.824609}
{'\n': -7.201812, ' ': -7.162881, ' Yes': -0.011794433, ' yes': -6.6397867, 'Yes': -4.761735}
{'\n': -4.3021994, ' ': -5.3870625, ' Yes': -0.03907102, ' yes': -6.073609, 'Yes': -4.0860624}
{'\n': -10.813018, ' ': -8.091446, ' Yes': -0.0015712344, ' yes': -7.9108386, 'Yes': -7.0808363}
{'\n': -5.0031996, ' ': -5.4895287, ' Yes': -0.078275, ' yes': -5.72826, 'Yes': -2.8311474}
{' ': -6.82584, ' Yes': -0.029270768, ' yes': -4.191073, ' 3': -6.7452254, 'Yes': -4.618584}
{' ': -6.8036246, ' Yes': -0.063236624, ' yes': -3.432585, 'Yes': -3.66185, 'yes': -6.865223}
{' No': -3.3779173, 'No': -6.6352797, ' Yes': -0.055174943, ' yes': -5.318885, 'Yes': -4.4518685}
{' No': -3.5295243, 'No': -6.11678, ' Yes': -0.07295684, ' yes': -4.9001164, 'Yes': -3.544022}
{' No': -6.9479117, ' ': -8.146366, ' Yes': -0.010110976, ' yes': -6.613149, 'Yes': -4.93153}
{' No': -5.563272, ' ': -7.249029, ' Yes': -0.07112901, ' yes': -6.1896157, 'Yes': -2.803406}
{' No': -3.32299, 'No': -6.842479, ' Yes': -0.05551298, ' yes': -5.745988, 'Yes': -4.3410106}
{'\n': -7.6323643, ' ': -6.068452, ' Yes': -0.06601612, ' yes': -2.8725536, 'Yes': -5.763675}
{'\n': -5.894517, ' ': -5.8359594, ' Yes': -0.037375696, ' yes': -4.280853, 'Yes': -4.127355}
{'\n': -3.6940444, ' ': -4.9749165, ' Yes': -0.09473271, ' yes': -3.7146513, 'Yes': -3.4549563}
{'\n': -7.64119, ' ': -7.189444, ' Yes': -0.014101613, ' yes': -5.126021, 'Yes': -5.031449}
{'\n': -3.0026824, ' ': -4.9767423, ' Yes': -0.17752336, ' yes': -4.1055417, 'Yes': -2.547341}
{'\n': -5.3772783, ' Yes': -0.21157743, ' yes': -1.8087872, 'Yes': -4.335001, 'yes': -5.683381}
{'\n': -7.3034477, ' ': -7.049803, ' Yes': -0.0058960747, ' yes': -6.4951115, 'Yes': -5.988747}
{'\n': -6.2267966, ' ': -6.5395827, ' Yes': -0.016616702, ' yes': -6.5498195, 'Yes': -4.494537}
{'\n': -4.72774, ' ': -5.530827, ' Yes': -0.030424535, ' yes': -6.187405, 'Yes': -4.2292485}
{'\n': -7.208245, ' ': -6.248965, ' Yes': -0.0060031055, ' yes': -7.113028, 'Yes': -6.0582256}
{'\n': -4.444248, ' ': -5.410612, ' Yes': -0.043285448, ' yes': -6.425487, 'Yes': -3.7426336}
{'\n': -5.27321, ' ': -5.3690505, ' Yes': -0.04710176, ' yes': -3.7396884, 'Yes': -4.5589957}
{' No': -0.0055965744, '\n': -8.457071, ' ': -7.930281, 'No': -5.306921, ' no': -10.744383}
{' No': -0.02364586, '\n': -9.666693, ' ': -7.012483, 'No': -3.8040204, ' no': -10.292194}
{' No': -0.029862838, '\xa0': -9.771741, '\n': -7.76874, ' ': -6.981498, 'No': -3.5818932}
{' No': -0.010559102, '\n': -10.480306, ' ': -7.7754188, 'No': -4.605976, ' no': -10.681618}
{' No': -0.038390525, '\n': -6.761096, ' ': -6.5392756, 'No': -3.3623593, ' Unfortunately': -9.576976}
{' No': -0.05072744, '\n': -7.9635043, ' ': -7.2771807, 'No': -3.0360026, ' no': -8.619362}
{' No': -0.0035594474, '\n': -7.8212733, ' ': -6.475569, 'No': -6.510059, ' no': -9.472353}
{' No': -0.026054936, '\n': -6.0484986, ' ': -6.03722, 'No': -3.8822274, ' no': -8.595173}
{' No': -0.062191512, '\n': -3.7755017, ' ': -4.715748, 'No': -3.6049407, ' no': -7.7190466}
{' No': -0.0034026187, '\n': -9.2653, ' ': -6.8068113, 'No': -6.1596904, ' no': -9.801268}
{' No': -0.11785716, '\n': -4.3407764, ' ': -4.616909, 'No': -2.4589977, ' no': -6.7052507}
{' No': -0.029487934, '\n': -6.7183266, ' ': -5.785545, 'No': -3.8812754, ' no': -5.6066875}
{' No': -0.079332985, '\n': -7.3579946, ' ': -6.1547284, 'No': -2.7629418, ' no': -4.6780257}
{' No': -0.06896769, ' ': -6.829957, 'No': -2.7382848, 'no': -9.13882, ' no': -7.698505}
{' No': -0.12524123, '\n': -8.290383, ' ': -6.390483, 'No': -2.166188, ' no': -7.50458}
{' No': -0.017432507, ' ': -7.366445, 'No': -4.128766, 'no': -10.081702, ' no': -8.024654}
{' No': -0.25640252, '\n': -7.0807676, ' ': -6.3820434, 'No': -1.5020118, ' no': -7.8857183}
{' No': -0.08220169, ' ': -7.8107357, 'No': -2.5518937, 'no': -8.985935, ' no': -7.981269}
{' No': -0.062763244, '\n': -6.192678, ' ': -5.054645, 'No': -4.835595, ' no': -3.1432092}
{' No': -0.062811285, '\n': -4.8947763, ' ': -4.786538, 'No': -3.2519877, ' no': -5.215113}
{' No': -0.11460805, '\n': -3.4325612, ' ': -4.711053, 'No': -2.86835, ' no': -4.7658463}
{' No': -0.018884255, '\n': -6.8823524, ' ': -5.980552, 'No': -4.303184, ' no': -6.5376825}
{' No': -0.2122214, '\n': -3.2109146, ' ': -4.5365267, 'No': -2.0803893, ' no': -4.444273}
{' No': -0.17479894, '\n': -4.6041603, ' ': -5.08941, 'No': -3.740813, ' no': -2.1487026}
{' No': -0.009896349, '\n': -6.179536, ' ': -5.8326354, 'No': -5.430247, ' no': -7.9600735}
{' No': -0.032860335, '\n': -5.2489057, ' ': -5.444971, 'No': -3.8070986, ' no': -8.243252}
{' No': -0.05453673, '\n': -4.2528014, ' ': -4.837759, 'No': -3.5269961, ' no': -7.204845}
{' No': -0.012933654, '\n': -6.1637187, ' ': -5.3871403, 'No': -5.142835, ' no': -8.525441}
{' No': -0.05209797, '\n': -4.3343816, ' ': -4.7049823, 'No': -3.624043, ' no': -6.9113955}
{' No': -0.051704332, '\n': -4.6039605, ' ': -5.048402, 'No': -3.6341228, ' no': -5.0244384}
{' No': -0.01033932, '\n': -7.6301126, ' ': -7.570298, 'No': -4.7528987, ' Yes': -7.8042083}
{' No': -0.031864848, '\n': -9.303924, ' ': -7.0414414, 'No': -3.5263772, ' Yes': -7.1654325}
{' No': -0.041852616, '\n': -7.477873, ' ': -6.6830306, 'No': -3.3688788, ' Yes': -5.454168}
{' No': -0.010325529, ' ': -8.118773, 'No': -4.774913, ' Yes': -6.578223, ' 4': -9.716826}
{' No': -0.05149546, '\n': -6.106034, ' ': -5.71074, 'No': -3.1584728, ' Yes': -6.754779}
{' No': -0.06429337, '\n': -7.511014, ' ': -7.0383306, 'No': -2.9292736, ' Yes': -5.034985}
{' No': -0.0050167097, '\n': -7.181521, ' ': -5.913355, 'No': -6.771921, ' Yes': -8.554314}
{' No': -0.026517667, '\n': -5.1971736, ' ': -5.4733443, 'No': -4.1511474, ' Yes': -8.139432}
{' No': -0.10453097, '\n': -2.9296458, ' ': -4.0548368, 'No': -3.6391394, ' Yes': -7.388454}
{' No': -0.0035740435, '\n': -9.090777, ' ': -6.614089, 'No': -6.1999464, ' no': -10.138414}
{' No': -0.13835785, '\n': -3.8943431, ' ': -4.3531547, 'No': -2.3715847, ' no': -7.3063912}
{' No': -0.025852455, '\n': -6.707421, ' ': -5.669553, 'No': -4.056652, ' no': -6.2467833}
{' No': -0.083671905, ' ': -5.8896747, 'No': -2.7839339, ' Yes': -4.9390626, ' no': -5.266059}
{' No': -0.07692295, ' ': -6.5105658, 'No': -2.640861, ' Yes': -8.379183, ' no': -7.8278975}
{' No': -0.86476165, 'No': -3.2843573, ' Yes': -0.6923584, ' yes': -5.177664, 'Yes': -3.6371708}
{' No': -0.021787321, ' ': -7.030157, 'No': -3.9791577, ' Yes': -6.5935645, ' no': -8.091673}
{' No': -0.29218084, '\n': -7.1531835, ' ': -6.533794, 'No': -1.3870008, ' Yes': -7.560041}
{' No': -0.06997042, ' ': -7.8172274, 'No': -2.7071068, 'no': -9.162044, ' no': -8.367573}
{' No': -0.027981319, '\n': -6.617186, ' ': -4.798239, 'No': -5.4709673, ' no': -4.3866563}
{' No': -0.040719096, '\n': -5.3044443, ' ': -5.184531, 'No': -3.6204555, ' no': -6.1886654}
{' No': -0.12716328, '\n': -2.7994654, ' ': -4.3204036, 'No': -3.2045577, ' no': -5.8215785}
{' No': -0.017965848, '\n': -6.495245, ' ': -5.8072534, 'No': -4.4184303, ' no': -6.9089456}
{' No': -0.2468384, '\n': -2.515126, ' ': -4.4477897, 'No': -2.1387584, ' no': -5.2474365}
{' No': -0.18137321, '\n': -4.1053247, 'No': -3.967117, ' Yes': -4.173117, ' no': -2.3399138}
{' No': -0.010937105, '\n': -5.7238503, ' ': -5.515337, 'No': -5.7421784, ' no': -8.782674}
{' No': -0.03319664, '\n': -4.878133, ' ': -5.2239733, 'No': -3.9751883, ' Yes': -8.321509}
{' No': -0.07649898, '\n': -3.4061553, ' ': -4.3919225, 'No': -3.652371, ' Yes': -7.5188828}
{' No': -0.011614661, '\n': -6.616812, ' ': -5.1981072, 'No': -5.444739, ' Yes': -8.882837}
{' No': -0.06845706, '\n': -3.5419636, ' ': -4.655262, 'No': -3.6464236, ' no': -7.596043}
{' No': -0.0865499, '\n': -4.0048876, ' ': -4.328088, 'No': -4.099801, ' Yes': -3.671017}
{'\n': -9.526953, ' ': -8.653662, ' Yes': -0.004050131, ' yes': -9.028944, 'Yes': -5.6140924}
{'\n': -9.90552, ' ': -7.545906, ' Yes': -0.014488697, ' yes': -7.7136917, 'Yes': -4.3238015}
{'\n': -7.901482, ' ': -7.423434, ' Yes': -0.021209205, ' yes': -7.42981, 'Yes': -3.953645}
{' YES': -11.18516, ' ': -9.007088, ' Yes': -0.002537566, ' yes': -8.98712, 'Yes': -6.095143}
{'\n': -7.763773, ' ': -7.0531774, ' Yes': -0.020083634, ' yes': -7.8772063, 'Yes': -4.0195856}
{'\n': -8.418785, ' ': -7.928618, ' Yes': -0.016197477, ' yes': -7.267189, 'Yes': -4.2277336}
{'\n': -7.2745934, ' ': -6.3158975, ' Yes': -0.0055988533, ' yes': -7.108282, 'Yes': -6.161968}
{'\n': -6.5691357, ' ': -6.5852127, ' Yes': -0.017086605, ' yes': -7.370032, 'Yes': -4.3203797}
{'\n': -3.866008, ' ': -5.0869, ' Yes': -0.06125788, ' yes': -6.625491, 'Yes': -3.5039058}
{'\n': -8.598325, ' ': -6.546267, ' Yes': -0.0047830474, ' yes': -7.8883886, 'Yes': -5.916676}
{'\n': -5.2456355, ' ': -5.4815845, ' Yes': -0.11258348, ' yes': -5.533016, 'Yes': -2.3922408}
{'\n': -6.9051805, ' ': -6.10698, ' Yes': -0.022274964, ' yes': -5.1686487, 'Yes': -4.397296}
{' ': -6.6893954, ' Yes': -0.046121452, ' yes': -4.279579, 'Yes': -3.5613935, 'yes': -7.45441}
{' YES': -8.695685, ' ': -7.262426, ' Yes': -0.034978136, ' yes': -6.391729, 'Yes': -3.4578564}
{'\n': -7.473718, ' ': -6.7780285, ' Yes': -0.06548606, ' yes': -5.4762716, 'Yes': -2.8743658}
{' YES': -8.979105, ' ': -7.4513364, ' Yes': -0.014864494, ' yes': -6.3566437, 'Yes': -4.419129}
{' ': -7.2246714, ' Yes': -0.11537503, ' yes': -6.3131857, 'Yes': -2.249023, 'yes': -7.7350817}
{' ': -8.3340845, ' Yes': -0.033955853, ' yes': -5.374789, 'Yes': -3.5714123, 'yes': -8.081273}
{'\n': -6.195075, ' ': -5.464196, ' Yes': -0.058890503, ' yes': -3.2302961, 'Yes': -4.665103}
{'\n': -5.268154, ' ': -5.3358865, ' Yes': -0.04634137, ' yes': -5.077393, 'Yes': -3.5755563}
{'\n': -3.7326932, ' ': -4.966361, ' Yes': -0.08958715, ' yes': -4.5453997, 'Yes': -3.1684253}
{'\n': -7.0425444, ' ': -6.2898684, ' Yes': -0.021712702, ' yes': -5.3159328, 'Yes': -4.3149633}
{'\n': -3.7311223, ' ': -5.3166223, ' Yes': -0.14473379, ' yes': -3.9470294, 'Yes': -2.5020986}
{'\n': -4.92481, ' ': -5.2947197, ' Yes': -0.17997934, ' yes': -2.0345247, 'Yes': -4.1016035}
{'\n': -5.7133017, ' ': -5.942218, ' Yes': -0.013642894, ' yes': -6.692792, 'Yes': -5.105844}
{'\n': -5.58528, ' ': -6.151701, ' Yes': -0.023278283, ' yes': -6.586016, 'Yes': -4.182198}
{'\n': -4.2847996, ' ': -5.291651, ' Yes': -0.046175193, ' yes': -6.0818114, 'Yes': -3.7781143}
{'\n': -6.0476227, ' ': -5.602846, ' Yes': -0.013748704, ' yes': -6.9936676, 'Yes': -5.04213}
{'\n': -4.352013, ' ': -5.4406724, ' Yes': -0.058672797, ' yes': -6.119228, 'Yes': -3.3087394}
{'\n': -5.0285697, ' ': -5.3969426, ' Yes': -0.04108222, ' yes': -4.352306, 'Yes': -4.2100673}
{'\n': -10.368892, ' ': -9.390144, ' Yes': -0.0022842893, ' yes': -9.165896, 'Yes': -6.1966925}
{' No': -6.561099, ' Yes': -0.009670995, ' yes': -8.111173, 'Yes': -4.9224997, ' True': -8.163911}
{' No': -7.7316585, ' ': -8.551937, ' Yes': -0.010528444, ' yes': -8.199041, 'Yes': -4.689092}
{' No': -10.695371, ' Yes': -0.00083065045, ' yes': -9.901059, 'Yes': -7.2521925, ' True': -10.881983}
{' No': -7.014525, '\n': -8.696648, ' ': -7.921664, ' Yes': -0.009747492, 'Yes': -4.836154}
{' YES': -9.251913, ' ': -8.628525, ' Yes': -0.0106679, ' yes': -7.2383504, 'Yes': -4.682125}
{'\n': -9.251887, ' ': -7.5224347, ' Yes': -0.0025415104, ' yes': -7.575022, 'Yes': -6.6662965}
{'\n': -7.3107824, ' ': -7.2751627, ' Yes': -0.009944146, ' yes': -7.090474, 'Yes': -4.9253054}
{'\n': -4.660813, ' ': -5.575903, ' Yes': -0.032761354, ' yes': -6.2306824, 'Yes': -4.1362596}
{' YES': -10.760522, ' ': -8.336856, ' Yes': -0.0016812057, ' yes': -8.083751, 'Yes': -6.832864}
{' No': -6.0257273, '\n': -4.9204526, ' ': -5.5234437, ' Yes': -0.07218591, 'Yes': -2.9552577}
{' ': -7.0727267, ' Yes': -0.023288835, ' yes': -4.520014, 'Yes': -4.757807, ' 4': -6.765473}
{' ': -6.87266, ' Yes': -0.06346803, ' yes': -3.520642, 'Yes': -3.5480201, 'yes': -7.0440974}
{' No': -2.4209201, 'No': -5.7028294, ' Yes': -0.11615446, ' yes': -5.9082665, 'Yes': -4.3959394}
{' No': -3.010538, 'No': -5.6834416, ' Yes': -0.09294907, ' yes': -4.9589767, 'Yes': -3.6311076}
{' No': -6.7856, ' ': -8.4314785, ' Yes': -0.009815444, ' yes': -6.94968, 'Yes': -4.937105}
{' No': -3.116948, 'No': -4.796838, ' Yes': -0.12145916, ' yes': -6.839081, 'Yes': -2.8241072}
{' No': -0.66437757, 'No': -4.0506973, ' Yes': -0.7799191, ' yes': -6.513678, 'Yes': -4.980301}
{'\n': -7.4758363, ' ': -6.190131, ' Yes': -0.06901342, ' yes': -2.830484, 'Yes': -5.6468015}
{'\n': -6.263575, ' ': -6.159707, ' Yes': -0.032485045, ' yes': -4.562009, 'Yes': -4.1016493}
{'\n': -3.5791876, ' ': -5.0160885, ' Yes': -0.09656181, ' yes': -3.8294792, 'Yes': -3.435034}
{'\n': -7.7310967, ' ': -7.3664536, ' Yes': -0.012991682, ' yes': -5.261122, 'Yes': -5.063285}
{' No': -3.7640529, '\n': -3.127948, ' Yes': -0.17300938, ' yes': -4.066297, 'Yes': -2.8138192}
{'\n': -5.242172, ' Yes': -0.2196032, ' yes': -1.7803044, 'Yes': -4.5015197, 'yes': -5.867743}
{'\n': -7.149829, ' ': -7.1009054, ' Yes': -0.00641976, ' yes': -6.6582026, 'Yes': -5.7546988}
{'\n': -6.259162, ' ': -6.697943, ' Yes': -0.015410625, ' yes': -6.978802, 'Yes': -4.5246897}
{'\n': -4.9969797, ' ': -5.712109, ' Yes': -0.02765957, ' yes': -6.504956, 'Yes': -4.192252}
{'\n': -7.9024343, ' ': -6.8988924, ' Yes': -0.0046510547, ' yes': -7.456544, 'Yes': -5.973407}
{' No': -5.2699738, '\n': -4.5989895, ' ': -5.567819, ' Yes': -0.043146286, 'Yes': -3.8566532}
{'\n': -5.943345, ' ': -5.97381, ' Yes': -0.039431065, ' yes': -3.8460064, 'Yes': -4.690138}
{' No': -0.0074008116, '\n': -8.951352, ' ': -7.882364, 'No': -4.9875755, ' no': -11.008643}
{' No': -0.027068367, '\n': -9.592825, ' ': -7.02868, 'No': -3.6639833, ' no': -10.600311}
{' No': -0.037701644, '\xa0': -9.695203, '\n': -7.7440004, ' ': -6.948405, 'No': -3.34204}
{' No': -0.0082993265, '\n': -9.691989, ' ': -7.607161, 'No': -4.877167, ' no': -10.32596}
{' No': -0.046327263, '\n': -6.8560476, ' ': -6.5156116, 'No': -3.1614413, ' no': -10.111217}
{' No': -0.06042864, '\n': -7.769752, ' ': -7.1205997, 'No': -2.863825, ' no': -8.890432}
{' No': -0.0046696193, '\n': -7.295147, ' ': -6.1008306, 'No': -6.430006, ' no': -9.507648}
{' No': -0.025019918, '\n': -5.8041487, ' ': -5.762431, 'No': -4.0094004, ' no': -8.587561}
{' No': -0.06801145, '\n': -3.7301245, ' ': -4.5329905, 'No': -3.5180275, ' no': -7.870769}
{' No': -0.0035284027, '\n': -8.934419, ' ': -6.683524, 'No': -6.1876593, ' no': -9.967981}
{' No': -0.1430033, '\n': -4.003711, ' ': -4.524449, 'No': -2.29549, ' no': -6.500737}
{' No': -0.028273925, '\n': -6.485518, ' ': -5.6613283, 'No': -3.9191732, ' no': -5.9926486}
{' No': -0.08218389, '\n': -7.175629, ' ': -6.0799747, 'No': -2.6894855, ' no': -4.974552}
{' No': -0.074763544, ' ': -6.8333845, 'No': -2.658616, 'no': -9.202777, ' no': -7.65429}
{' No': -0.13831884, '\n': -7.980236, ' ': -6.36161, 'No': -2.0708215, ' no': -7.7840314}
{' No': -0.02131636, ' ': -7.350881, 'No': -3.912155, 'no': -10.225052, ' no': -8.290538}
{' No': -0.2950373, '\n': -6.9182606, ' ': -6.361805, 'No': -1.37914, ' no': -7.923787}
{' No': -0.1048691, ' ': -7.51852, 'No': -2.3222287, 'no': -8.428483, ' no': -7.491169}
{' No': -0.06452547, '\n': -6.1693883, ' ': -5.042557, 'No': -4.771334, ' no': -3.1229665}
{' No': -0.066534616, '\n': -4.844815, ' ': -4.9238772, 'No': -3.135098, ' no': -5.3313966}
{' No': -0.11668475, '\n': -3.4326065, ' ': -4.665731, 'No': -2.825623, ' no': -4.897183}
{' No': -0.020311287, '\n': -6.6711717, ' ': -5.828775, 'No': -4.2304306, ' no': -6.7532306}
{' No': -0.21440734, '\n': -3.0038743, ' ': -4.473309, 'No': -2.1320958, ' no': -4.5903134}
{' No': -0.13126671, '\n': -4.5072184, ' ': -5.1207066, 'No': -3.7101145, ' no': -2.5462408}
{' No': -0.012581153, '\n': -5.5895596, ' ': -5.525904, 'No': -5.445505, ' no': -8.007535}
{' No': -0.036180303, '\n': -5.0619354, ' ': -5.3103633, 'No': -3.7455077, ' no': -8.084811}
{' No': -0.059854258, '\n': -4.0630336, ' ': -4.6990676, 'No': -3.4989886, ' no': -7.275945}
{' No': -0.014394843, '\n': -5.8754406, ' ': -5.3135395, 'No': -5.077986, ' no': -8.651786}
{' No': -0.06495119, '\n': -3.842131, ' ': -4.592102, 'No': -3.5438387, ' no': -6.7098174}
{' No': -0.05626805, '\n': -4.178442, ' ': -4.91194, 'No': -3.6766617, ' no': -5.176829}
{' No': -0.012419161, '\n': -8.151842, ' ': -7.3907223, 'No': -4.6263566, ' Yes': -6.4988365}
{' No': -0.032302316, '\n': -8.886383, ' ': -7.0974474, 'No': -3.5005505, ' Yes': -7.812778}
{' No': -0.042545293, '\n': -7.4296184, ' ': -6.652356, 'No': -3.2795582, ' Yes': -6.377327}
{' No': -0.00855665, ' ': -8.376476, 'No': -4.843582, ' Yes': -7.95388, ' 5': -11.419671}
{' No': -0.05044235, '\n': -6.48012, ' ': -5.7773085, 'No': -3.1439443, ' Yes': -7.2680335}
{' No': -0.059706252, ' ': -6.8226037, 'No': -3.289618, ' Yes': -3.9985719, 'Yes': -7.851726}
{' No': -0.0042660846, '\n': -7.3311734, ' ': -6.15173, 'No': -7.009331, ' Yes': -7.739879}
{' No': -0.02108702, '\n': -5.533267, ' ': -5.5094748, 'No': -4.407054, ' Yes': -7.939967}
{' No': -0.081513524, '\n': -3.3794413, ' ': -4.242278, 'No': -3.5766304, ' Yes': -7.6602025}
{' No': -0.0035345047, '\n': -8.943011, ' ': -6.5575123, 'No': -6.273206, ' Yes': -10.267869}
{' No': -0.118494496, '\n': -4.227467, ' ': -4.422951, 'No': -2.4887373, ' no': -7.3412046}
{' No': -0.027023112, '\n': -6.5567446, ' ': -5.5532985, 'No': -3.9820495, ' no': -6.571225}
{' No': -0.070092715, ' ': -6.053482, 'No': -2.8956676, ' Yes': -5.1589293, ' no': -5.9940004}
{' No': -0.08349726, ' ': -6.295125, 'No': -2.5811684, ' Yes': -6.7176027, ' no': -7.6577225}
{' No': -1.827737, 'No': -4.0800653, ' Yes': -0.2783843, ' yes': -4.662566, 'Yes': -3.0577593}
{' No': -0.017543206, ' ': -7.1833262, 'No': -4.1901126, ' Yes': -6.9860578, ' no': -8.028168}
{' No': -0.28304052, '\n': -7.0958605, ' ': -6.3392053, 'No': -1.4157882, ' Yes': -7.57557}
{' No': -0.10681733, ' ': -7.3690915, 'No': -2.3026848, 'no': -8.536477, ' no': -8.053227}
{' No': -0.01657543, '\n': -6.894525, ' ': -5.1414666, 'No': -5.825328, ' no': -5.1459317}
{' No': -0.03204829, '\n': -5.474999, ' ': -5.194611, 'No': -3.9202964, ' no': -6.489325}
{' No': -0.13283624, '\n': -2.8610103, ' ': -4.2092338, 'No': -3.0756211, ' no': -5.5585885}
{' No': -0.019786421, '\n': -6.322248, ' ': -5.4812403, 'No': -4.388078, ' no': -7.157415}
{' No': -0.20780051, '\n': -3.1357715, ' ': -4.5139613, 'No': -2.0590787, ' no': -5.727608}
{' No': -0.17724769, '\n': -3.7548823, 'No': -3.9764235, ' Yes': -4.0112705, ' no': -2.5012434}
{' No': -0.007434859, '\n': -6.2332683, ' ': -5.9491057, 'No': -5.982929, ' Yes': -8.815522}
{' No': -0.039926, '\n': -4.4460845, ' ': -5.0825095, 'No': -3.9102833, ' Yes': -7.36209}
{' No': -0.06420299, '\n': -3.780727, ' ': -4.412027, 'No': -3.6799486, ' Yes': -7.2613273}
{' No': -0.014409295, '\n': -6.267165, ' ': -4.9999857, 'No': -5.271693, ' Yes': -8.072545}
{' No': -0.050769955, '\n': -4.005806, ' ': -4.871088, 'No': -3.78368, ' no': -8.102011}
{' No': -0.08036322, '\n': -4.009076, ' ': -4.21008, 'No': -4.1339693, ' Yes': -3.8572223}
{'\n': -9.509726, ' ': -8.600496, ' Yes': -0.0055490453, ' yes': -8.764929, 'Yes': -5.2806726}
{'\n': -9.782603, ' ': -7.4289956, ' Yes': -0.019385492, ' yes': -7.359544, 'Yes': -4.030291}
{'\n': -8.150621, ' ': -7.3508725, ' Yes': -0.026401933, ' yes': -7.390703, 'Yes': -3.7190514}
{' YES': -11.214824, ' ': -9.065875, ' Yes': -0.0030076012, ' yes': -8.659799, 'Yes': -5.923902}
{'\n': -8.043225, ' ': -7.1006207, ' Yes': -0.023997875, ' yes': -7.783138, 'Yes': -3.8207371}
{'\n': -8.24498, ' ': -7.605969, ' Yes': -0.024466805, ' yes': -6.9492803, 'Yes': -3.8067238}
{'\n': -7.16497, ' ': -6.589591, ' Yes': -0.0056739603, ' yes': -7.3176455, 'Yes': -5.902007}
{'\n': -6.964824, ' ': -6.804952, ' Yes': -0.018196054, ' yes': -7.070728, 'Yes': -4.2076817}
{'\n': -4.7193317, ' ': -5.466196, ' Yes': -0.044903047, ' yes': -6.729712, 'Yes': -3.5462437}
{'\n': -8.932742, ' ': -7.070836, ' Yes': -0.0043768315, ' yes': -7.922427, 'Yes': -5.822271}
{'\n': -5.315513, ' ': -5.495668, ' Yes': -0.118318506, ' yes': -5.566995, 'Yes': -2.3294754}
{'\n': -6.9270983, ' ': -6.163129, ' Yes': -0.02851369, ' yes': -4.8780255, 'Yes': -4.098603}
{' ': -6.904729, ' Yes': -0.06594525, ' yes': -4.354705, 'Yes': -3.0298028, 'yes': -7.2363124}
{' ': -7.1472917, ' Yes': -0.04430069, ' yes': -5.968589, 'Yes': -3.235161, 'yes': -8.381199}
{' ': -6.5348167, ' Yes': -0.081268564, ' yes': -4.875704, 'Yes': -2.7045825, 'yes': -7.1919928}
{' YES': -8.984358, ' ': -7.348387, ' Yes': -0.020497499, ' yes': -6.192456, 'Yes': -4.0661917}
{' ': -7.113768, ' Yes': -0.1290956, ' yes': -6.2819204, 'Yes': -2.1424165, 'yes': -7.686525}
{' ': -8.3464365, ' Yes': -0.04669717, ' yes': -5.2620916, 'Yes': -3.2269223, 'yes': -7.739043}
{'\n': -6.5261016, ' ': -5.7947903, ' Yes': -0.07748429, ' yes': -2.887058, 'Yes': -4.4099903}
{'\n': -5.1090517, ' ': -5.2173223, ' Yes': -0.06492002, ' yes': -4.440191, 'Yes': -3.2654207}
{'\n': -3.7863102, ' ': -4.9477634, ' Yes': -0.10743944, ' yes': -4.0902023, 'Yes': -2.9423087}
{'\n': -6.8525214, ' ': -6.292391, ' Yes': -0.027292714, ' yes': -5.2241673, 'Yes': -4.0116906}
{'\n': -3.7511613, ' ': -5.179128, ' Yes': -0.16698621, ' yes': -3.9197574, 'Yes': -2.300859}
{'\n': -5.3444605, ' ': -5.6407866, ' Yes': -0.15980692, ' yes': -2.1885545, 'Yes': -3.7716844}
{'\n': -6.075344, ' ': -6.261543, ' Yes': -0.012680148, ' yes': -6.6150856, 'Yes': -4.9998913}
{'\n': -5.5953083, ' ': -6.1370506, ' Yes': -0.028690701, ' yes': -6.594227, 'Yes': -3.8836482}
{'\n': -4.6659727, ' ': -5.3029943, ' Yes': -0.04732589, ' yes': -6.1531215, 'Yes': -3.5522296}
{'\n': -5.905236, ' ': -5.6474724, ' Yes': -0.015646052, ' yes': -7.0728893, 'Yes': -4.7986813}
{'\n': -4.0186157, ' ': -5.2406225, ' Yes': -0.07044044, ' yes': -5.825834, 'Yes': -3.2039127}
{'\n': -4.5525165, ' ': -5.0597377, ' Yes': -0.052842595, ' yes': -4.190881, 'Yes': -4.0338244}
{'\n': -11.585923, ' ': -10.387908, ' Yes': -0.0016702198, ' yes': -9.585397, 'Yes': -6.4750776}
{' No': -7.7894955, ' ': -9.228966, ' Yes': -0.009060375, ' yes': -8.215664, 'Yes': -4.8289566}
